,review,sentiment
455,"When I borrowed this movie from a friend (thankfully I did not buy it) on the package (which truly looked bad and ugly) was printed ""The ultimate vampire horror"". After watching it I thought that the marketing campaign was probably more expensive than the film itself. The ""story"" begins when a teenager (surprise!) is chased by some vampire/zombie-creatures.<br /><br />Lighting, sound and everything reminded me of my first attempt to make a holiday-video on a ten year old VHS-system if not worse. I gave the movie a 2 out of 10 and only because the promo-T-shirts looked kind of cool. I don't want to dis' film-students or splatter-movies generally but I've seen Braindead and I've seen a 20-dollar-budget movie from students that was ten times better than this crap.",negative
456,"it doesn't matter whether drew or leelee are total babes, but there are a lot of girls who are so pretty and hot but they appear to be so nerdy. This movie is not oscar type of movie but it has at least a good point of view of what life is like for young people or for ""real"" people. It made us laugh and learn to accept others for who they really are. this movie represents the real world and that what really matters.",positive
457,"Film is designed to affect the audience and this film left me speechless. Gorgeously photographed and well acted with dialog that approaches poetry the film involves lust, hate, murder, rape, theft and deception. It weaves an intense web that left me unable to take my eyes off the screen until the closing credits. The story is sweeping. It takes the audience from the atrocities of the Spanish Civil War to the human wreckage left behind. Roger Casamajor and Bruno Bertanzoni are two young actors who command the screen. Supporting players are excellently cast and lend a real sense of authenticity. Sets, lighting, scenery and cinematography are wonderful. I absolutely love the photography.",positive
458,"The movie is just plain fun....maybe more fun for those of us who were young and fans of ""The Ramones"" around the time the film was made. I've watched the film over and over, by myself and with friends, and it is still fresh and funny. At the risk of being too serious, the concept of being a big fan of a certain band is timeless, and high school students boredom with drudgery of some classes is just as timeless.<br /><br />And, the film has some gem lines/scenes.....references to how our ""permanent record"" in high school will follow us through life. (Let me assure you I've been out of high school for, uhhh, some years and it's not following me).....the famous ""static"" line (""I'm getting some static"".....""Not as much as you're going to get"", as Principal Togar approaches).....the school board member who is so decrepit he's attended by nurses....the Nazi Hall Monitors love for a ""body search"" ......Principal Togar announcing, ""I give you the final solution"", and burning the Ramones records (note: records were what came before CD's) ....and of course Joey Ramone noting, ""Things sure have changed since we got kicked out of high school"", followed by Togar asking ""Do your parents know you're Ramones?""<br /><br />Just one piece of advice.....don't look up where the stars are now.....Joey Ramone sadly died young. Dey Young, who was a major hottie in the film, today reminds us we all age....PJ Soles career never advanced as we might have expected......... Marla Rosenfield, as one the other students, apparently appeared only in this film (one of my male friends dies over her every time we watch the film), though I submit her performance was more than adequate and should have brought her more teen film roles. And, does anyone know what happened to DJ Don Steele? <br /><br />So, watch and enjoy.....don't think....just have FUN!",positive
459,"A bit too much Mediterrenean machismo for me. The cast was beautiful, lovely to watch in all of the romantic scenes. The locale was beautiful with azure skies and azure water. It just was not convincing to me that such an egomaniac crud bent on nothing but his building, could attract so many beautiful, vulnerable, women. Only in the Mediterranean I guess. Certainly in no world I am familiar with. The macho men were really obnoxious, and I found it difficult to believe that the female characters could have anything to to with them for so long. The screenplay, cinematography, directing, etc. was set up to deliver a Class B film, the central effort being on showing scenes of beautiful exposed female breasts. It was aesthetically nice for a while but it could not sustain a very mediocre film.",negative
460,"The director of this movie is a famous french TV presenter, Patrick Sebastien. He likes music and humor for rednecks, and his incredible movie is absolutely in his image. It's the story of a young retarded person, called ""Zep"" (sic). A night, he sees his sister's SM sexual relation, and decide to do the same thing: he rape the girl who he loves! Zep is placed in a asylum, and his unlucky girlfriend in a clinic. One man will find them. One man will reunite them. This man is a psychologist. This man looks like a Hell's angel. This man is... Patrick Sebastien! With an excessive use of clichés, we'll see how the Absolute Love can break all misunderstandings, and how a humanist doctor can force a victim to fall in love with her rapist. We'll also learn how using sandwiches in order to seduce a girl. Not only Patrick Sebastien thinks that he can do better than one century of psychiatry, but he also impose us a silly left ideology; with the character of the father's girlfriend, a boss, who want to take away the feeble of his girl. Distressing. But it's very pleasant to laugh at Zep (mentally retarded persons are not funny, except in this movie.)",negative
461,"The whole shorthand for supposedly being more aware in this weird time is that you are ""Blue"". The Blue State mentality. This is supposed to get us off the hook for what is/was happening during the last few years in our country (The USA). It doesn't get anyone off the hook but it makes us feel better, as though we aren't benefiting in any way from living here and getting all the good stuff that a US citizen gets just by being a US citizen. <br /><br />But I'm so sick of bitching about this. It doesn't do any good. I haven't taken much action lately and I wonder how many people have. Maybe I'm just down because my job was ""outsourced"" last month and now I'm looking for work in the shrinking tech support field where most of the jobs are quickly going to India and other places overseas. I'm thinking that soon it's not going to pay off to be a citizen here with the screwed up infrastructure and the shrinking job market and the obsession with war. These days it seems like anyone who speaks out gets jumped and questioned about there ""patriotism"". Anyway, back to this review: USA The Movie is an obscure DVD that makes me realize that some people have taken action, whether it's through politics, protesting or arts or media. The filmmaker is obviously passionate, knowledgeable, willing to go outside the norm, frustrated, unique, astute etc. <br /><br />I looked through the whole site that's linked to the DVD and got lost in all the articles, essays etc.that are there. The DVD does that too, has references to different times, views and historical points. Sometimes someone does something out there.",positive
462,"After reading all of the rave reviews about this film and a few that give it a so-so. I finally decided to throw in my no cents worth. I agree with most on the point that if it hadn't been for Lauren Lewis and Chris Ferry it would have been a disaster. Filmed in Mariette OH. just north of Dogpatch where all the real talent fled south down I-77 years ago, at least as far as a tank of gas would allow. I did get a chuckle from reviewers who subtly claim that they cerebrate a little better than most by claiming they followed the plot without an inkling of confusion. This wee tale by the Brothers Crook is like an old record with a skip in it. As an American I understand the difficulties Ind film artists have to face. A trip to Romania would have wiped out the budget for sure. Lets face it this whole film was a loop de loop of Claire in the gas station, Claire on the side of the road, Claire under the bleachers, Claire in the house, Claire in the cornfield, Claire at school. Claire here and Claire there. It almost became monotonous and would have if she had not been the best actor in the cast. Josh and Jeff have to make a living but don't write a two page script and turn it into an hour,twenty flick. Before writing another screenplay about dreaming ghosts watch an episode or two of Ghost Whisperer or something and get a little background. All of the cast except the above mentioned and a couple of others were engaged in their first and last film. Also, there is an appearance by co-director Jeff as he is in all his films. Just like Alfred Hitchcock, eh? One thing the film had going for it is that the cameraman seemed to have a fixation on Lauren Lewis' derrière. Well, with all sarcasm now satisfied I still recommend the film for the horror buff just to see this young actress in the formative time of her career (I hope)and that Chris Ferry has established himself as a villain worth watching.",negative
463,"I heard they were going to remake this French classic in 2007, and I see it is in development for 2011. This will be a shame, as Hollywood kicked writer/director Jules Dassin out because of the infamous blacklist. They should not have the right to remake any of his films.<br /><br />I love ""caper"" films and ""film noir,"" and this combines the best of both.<br /><br />Tony (Jean Servais) gets out after doing a nickle, and after he beats up his old girlfriend (Marie Sabouret), he plans a big score with his friends Mario (Robert Manuel) and Jo (Carl Möhner), What makes this a great caper flick is the attention to detail in planning the robbery. You see that reflected in the George Clooney Vegas capers. Nothing is left to chance.<br /><br />The caper goes off great but Grutter (Marcel Lupovici) sends his sons, Robert Hossein and Pierre Grasset after Tony and the gang. After blowing it with Mario, they kidnap Jo's son. Lots of bullets fly before it is over.<br /><br />A great film by a great director. The standard by which other caper films are measured.",positive
464,"ONE NIGHT AT McCOOL'S / (2001) *** (out of four)<br /><br />By Blake French:<br /><br />	According to Harald Zwart, the director of ""One Night at McCool's,"" this film is ""a dark comedy about the power of women over men, and how a group of people can all perceive different realities. It's the same story told from three different points of view, and each time we tell the story, we try to reveal a little bit more about what actually happened, which nobody really knows."" <br /><br />	""One Night at McCool's"" marks the feature film directorial debut of Zwart, an award winning commercial and music video director who began making short films when he was eight years old. I always get nervous when a director of commercials and music videos turns to filmmaking. We have seen so many examples of how these guys think they are making another advertisement or music video for TV with their productions. Zwart resists that tendency. He captures a specific humorous truth in ""One Night at McCool's,"" from an inventive, complex screenplay by the late Stan Seidel, even if it is often somewhat perplexing. <br /><br />	""One Night At McCool's"" features three men who share their separate experiences about a particularly beautiful young woman. In some ways, this movie is the comedy version of ""American Beauty,"" but in others, it is a world apart. <br /><br />	""It all started one night at McCool's"" explains each of the three men to their various listeners. There is Randy (Matt Dillon), a tender at the local bar, and his cousin, a lawyer named Carl (Paul Reiser), who stays until the place closes. Detective Dehling (John Goodman), arrives when the saloon becomes the crime scene of the dead boyfriend of a female fatal appropriately named Jewel (Liv Tyler). Randy is the first to see her, as an individual treats her unkindly. He stands up for her, and before you can say SEXY, they are having vigorous sex and she moves in with him. At first, Randy is reluctant: ""The sex and the violence, all in one night  it's a little much."" But who could turn a jewel like Jewel away.<br /><br />	Jewel changes the lives of each of the three men. For Detective Dehling, she pulls him out of a hole of grief since his wife died. For Carl, she makes him forget his loving family and nice little suburban household. For Randy, she lights a few fires, both positive and negative, the later persuading him to contact a bingo playing hit man named Burmeister (Michael Douglas) to put an end to her deceptive ways. <br /><br /> It is interesting how the movie perceives the three different chronicles-even the costuming of Jewel is relative to the man telling the story. Dehling sees Jewel as a beautiful, mesmerizing gift from God. Carl sees Jewel as two sexy legs and lots of cleavage. Randy is unsure what to make of her, an awakening to his otherwise boring, road to nowhere life. The most intriguing element of this movie is Jewel herself, however, deliciously played by the always delightful Liv Tyler (""Armageddon""). She is not really interested in the men, but what they can offer her. Her motives are all too simple, not truthfully diabolical or evil; she is simply a young lady who has learned at an early age that she can get what she wants out of life through her beauty. <br /><br />	The film has a lot of fun with its material. From the enthusiastically entertaining cast, to its violently hilarious showdown, ""One Night at McCool's"" takes advantage of most of its humorous ideas. What makes the movie even funnier is how the three men's points of view differ. The actors have a lot of fun with their characters, too. Goodman is curiously whimsical; Reiser fits his kinky, squirmy part quite well; Douglas is sly and mysterious in one of the movie's funniest performances; Dillon gives his character arrogant personality, even though Randy is a lackluster nobody; Liv Tyler is dazzling. She injects Jewel with the perfect amount of boastful charisma and tantalizing wit. She reminds us of Mena Suvari's intimate performance in ""American Beauty.""<br /><br />	""One Night at McCool's"" is the first film to come from Michael Douglas' new production company, Furthur Films. It is a creative, genuine, and sexy production. Along the way we often become caught up in the twisty structure, but that is a natural response to a movie that intentionally interweaves several angles to a single story. The movie ends on a note that is both black and comedic. This is another one of those comedies in which serious events take place in a humorous way; i.e., the black comedy. Many films of this genre come across as either too black or too lackadaisical. ""One Night at McCool's"" is one of the few that actually work. <br /><br />",positive
465,"MY DINNER WITH JIMI is a glimpse at Howard Kaylan's giddy and vertiginous ride to fame with his 60's Folk-Rock band, The Turtles. The Turtles were kind of a 'second tier' act during the sixties, but the film clearly demonstrates that they could eat, drink, and party with the Titans of Hippie Culture. And, not only that, they had the musical chops to back it up. Many of the stellar acts of the era are seen as they interact with the band at work and at play. This provides my only complaint about the film. Almost from the beginning of the movie, one sees that it is nearly impossible to find actors who can convincingly impersonate such recognizable stars. Too often during the film, I felt that I was watching an engaging exhibition of phony wigs and mustaches. But, if you are a fan of the music of The Turtles, or The Swinging 60's, in general-this might be the film for you. And, don't forget to view The Extras. There is a very funny (and informative) bit by band members, Mark Volman and Howard Kaylan, about their disastrous experiences with managers and agents.",positive
466,"Bled starts as young female artist Sai (Sarah Ferooqui) meets a mysterious yet charming man named Renfield (Jonathan Oldham) & they end up back at her studio apartment where he gives her the bark of some sort of tree which is used as a hallucinogenic drug when melted down. Sai quickly becomes hooked as she is whisked into an alternate fantasy reality which involve Vampiric creatures. Sai's photographer friend Royce (Chris Ivan Cevic) becomes concerned about her as she drifts further from reality as she becomes addicted to the drug, can Royce her kick the drug or will it end up ruining her life & why did the mysterious Renfield get her addicted to the stuff in the first place & do the elaborate fantasy dream like trips have any significance?<br /><br />Co-produced & directed by Christopher Hutson this anaemic arty Vampire flick is pretty much 95 minutes of tedium & is throughly deserving of all the bad comments. The script was written by the interestingly named Sxv'leithan Essex (how the hell do you even pronounce that anyway?) who is also credited as production designer & his unusual name is actually more interesting than anything that ever happens in Bled, I would guess that the makers set out to make a very serious fantasy based horror film with a strong moral message about the dangers of drugs, drug addiction & date rape drug at it's core. The majority of the film is spent on the drug issue with Sai's initial introduction to the drug, how great the first time was & how she becomes hopelessly addicted which eventually destroys her, her life & her friends lives. It's never explained where she keeps getting this drug from as Renfield only gives her a little bit during their initial meeting but hey, who cares? The first twenty odd minutes of Bled are really boring & dull, the following hour or so aren't much better before a mess of a final ten minutes which involve a Vampiric monster & Renfield making a reappearance. The moral elements are patronising, the fantasy elements seem like an afterthought & the horror is none existent. There's also the dialogue which is awful, every sentence tries to be profound, have loads of hidden depth & just tries to have so much meaning that it becomes tiresome to listen to.<br /><br />The concept of the film is terrible & so is the execution as there's absolutely no gore or violence to speak of & the entire thing is set inside an apartment that doesn't appear to have any lights. The fantasy setting looks a little better but it's sparsely seen & underused. There are no scares here, no atmosphere & to make matters even worse the makers have decided to used muted very faded colours which I just hate & find annoying, what's wrong with a nice colourful image? It seems to me to be a fad with current filmmakers who seem to think that it automatically makes a film cool or adds atmosphere which it most certainly doesn't, more often than not it just makes your film look dull & drab as evidenced here with Bled.<br /><br />This probably had a low budget & was shot in Los Angeles & it has reasonable production values but it's all so dull. The acting didn't impress me, I didn't care for or about anyone which is never a good sign.<br /><br />Bled is a terrible Vampire film that goes for psychological horror as well as physical with all sorts of parallels to real life dug addiction & what it can do to little or no effect because the whole thing is so dull. There might be an audience for a film such as this but considering the other comments not that big a one.",negative
467,"Watching Tom Hanks as a hit man for the Irish mob is a little like seeing Jimmy Stewart as a serial rapist it just doesn't work. I had a really hard time accepting this.Not that I don't think Tom can't act he can I've been following his career since Mazes and Monsters but for some reason this fell flat for me. Maybe because I'm such a fan of the graphic novel and at the risk of sounding like a fanboy(the only form of life lower than a fanboy is a cockroach)The movie as a whole fails for me.The additions Jude Law, and the subtractions everything else left me feeling cold and more than a little disappointed. I was expecting a great crime movie more in the vein of Bonnie and Clyde Mendes took all the heart out of the story and left us with nothing but the bare bones. There are things to like in this flick however the cinematography is breathtaking filling the screen with beautiful images Paul Newman is as usual excellent and I really did enjoy the score, But Tom as ""the angel of death"" Sullivan was completely flat.",negative
468,"I've had a thing for this Kari chick for a while, and as far as how she looked in this movie, no complaints. But after catching it last night in HIGH DEFINITION, I am certain: that's the only thing in the movie that isn't substandard. The script is horrible, the acting is horrible, the direction is horrible. I saw in another comment someone commenting on how great the sex scenes were...what? Not at all. When a movie is this bad you might as well just turn it into softcore porn, but instead I get to see some pasty white dude blocking me from seeing Wuhrer's body and scenes that offer me nothing except a tease. They should have just gone cinemax so that the movie wasn't a complete waste of time, but no. With a script this awful they should've capitalized on Wuhrer's looks, since that's the lone pro of the movie. 2/10, only because she looked so hot.",negative
469,"Fay Grim is the continuation of a story begun ten years earlier with Hartley's Henry Fool. I haven't seen the earlier film, and I don't know if that's a good thing or not. I can only regard the current film on its own merits.<br /><br />For most people, Hal Hartley's style of film-making is something that you either like or you don't. His combination of action, drama, absurdity and dry, ironic humour really resonates with me, and Fay Grim is no exception. It has an air of sharply-written intelligent parody that had myself and many in the Melbourne International Film Festival audience laughing out loud. For the first half of the film it was relentless and delivered with deadpan straightness. It's a style of humour sadly lacking in cinemas and a welcome relief to the mindless teen comedies that Hollywood pumps out like pancakes.<br /><br />During the second half of the film, the humour starts to thin as the film morphs into an international espionage/conspiracy thriller. Whether this was Hartley's intention or whether he ran out of ideas is not clear, but I think a bit of editing or re-writing to cut fifteen minutes off the film would have maintained the film's original momentum.<br /><br />The performances were generally good, particularly Parker Posey and Jeff Goldblum, who had the most screen time. Saffron Burrows, James Urbaniak, Carl Montgomery and Elina Löwensohn all played good support roles. The film's visuals were nice (set in New York, Paris, Berlin and Istanbul) and the music (also by Hartley) was good without being intrusive. The film is well-written and I enjoyed this it immensely. If you like Hartley's earlier work, you'll probably like this.",positive
470,"Here we have 2 misunderstood kids who never stood a chance against a cruel, poverty riddled existence: Robin Hoods singled out by the police for persecution because they were a trifle wild at times. Gad! According to this crap Bonnie was the sweetest little thing west of the Missouri who was taught to be a psychopathic murderer by a fun loving boyfriend who didn't really want to hurt anybody....he just wanted things without putting a lot of energy into getting them. Badly acted, poorly filmed, unbelievable dialogue, unrealistic use of weaponry, gore that looked more like grape jelly than the real thing. Avoid this bilgewater. Thumbs down. -5 stars.",negative
471,"Opie, Tom Gilson,was my brother,so I went to see the movie and I never looked at it again in all these years. Sorry! it was bad. I'm told I have to write 10 lines so I'll put a little trivia in. Tom and Tuesday Weld were to be "" introduced "" in this picture and Tom was told to take Tuesday to the premiere but Tom said no he was going with Joan Collins, and he did and because he did only Tuesday Weld was Introduced. I found this very funny back then and still do. The movie, while the concept was a funny one, and the actors in it were impressive but some how it just did'nt come out funny.The continuity was abstract, at best,it was like I was watching 2 different movies at the same time,each running into the other. Sorry, Bob Gilson",negative
472,"""The Notorious Bettie Page"" is about a woman who always wanted to be an actress but instead became one of the most famous pin up girls in the history of America. Bettie Page played by Gretchen Mol was one of the first sex icons in America. The type of modeling Bettie Page took part in included nudity and bondage which lead to a U.S Senate investigation in the 1950s.<br /><br />Walking out of the film, all I could think about was how far we have come in terms of pornography since the 1950s. You can go on the internet now and find some of most disturbing and shocking images ever shot, that the footage questioned in ""The Notorious Bettie Page"" seems almost childlike and innocent. Most of the footage including the bondage did not feature nudity when Bettie Page was involved yet today we have sick images where we can see women having sex with animals. I find that maybe the envelope has been pushed a little too far since the 1950s because looking at this movie in terms of today's pornography, it was very tastefully done.<br /><br />To be honest, I was pretty impressed with ""The Notorious Bettie Page,"" I found the film to be very well done and interesting. The movie is exactly what the trailer leads you to believe it will be and is a very interesting look at one of the first female sex icons in America. Gretchen Mol looks just like Bettie Page and gives a very fine performance. I also thought that since the movie was shot in black and white it made the film seem realistic because it made the audience believe they were watching a film created in the late 1950s.<br /><br />My only complaint about the film was the running time, there seemed to be a few scenes that were cut and seemed to be a little shorter than they should have been. I looked this up and it seems that 10 minutes was cut from the film since its original showing at the Toronto Film Festival. Also the ending was pretty tame and I was expecting a little more from it or maybe some paragraphs to come on the screen to tell the audience more about Bettie Page's life where the film left off. Those are my only two complaints about the film other than that the directing was solid, the acting was great especially Gretchen, and the writing was good.<br /><br />Mary Harron, who directed ""American Psycho"", which is one of my favorite films, is the director and writer of ""The Notorious Bettie Page."" I feel that Mary is a very talented director who knows how to create a setting and create great movies based on characters because like ""Psycho"", Bettie Page is a character study and a fine one at that. Harron captures the 40s and 50s with ease as well as all the characters. She is a very talented director who I hope will be around for many years to come.<br /><br />Bottom Line: ""The Notorious Bettie Page"" is definitely worth a look. It's a very interesting story that shows how far America, as well as the world, has come in terms of pornography. The film also provides a fine performance by Gretchen Mol who literally nails the role of Bettie Page on the head. And top it off with a talented director who was able to capture the look and feel of a previous era and you have a good movie on your hands. Sadly, this film is probably going to flop since not many besides people who grew up in this era will show interest in the film but I think it's worth checking out.<br /><br />MovieManMenzel's final rating for ""The Notorious Bettie Page"" is a 8/10. It's an interesting character study about one of the most famous pin up girls and sex icons in American history.",positive
473,"This could have been a breakout role for Valeria Golino but the film instead decided to shift its attention to another area. The film is about a woman named Grazia (Golino) who is married to a fisherman and the mother of three. She is a free spirit and prone to outbursts so the rest of the village and her family decide she should be sent to Milan and see a doctor. The story takes place on the island of Lampedusa off of Sicily and it shows the everyday life there with the teenage boys in rivaling gangs and just trying to find something to do on the sun baked rock. Grazia's oldest son Pasquale (Francesco Casisa) adores her and is always trying to protect her during her bouts of depression. The daughter Marinella (Veronica D'Agostino) is a blossoming young girl who becomes infatuated with a local policeman and the youngest son Filippo (Filippo Pucillo) is very sassy and mocks the policeman's accent. Upon learning that she is to be sent to Milan, Grazia runs away and Pasquale helps her by hiding her in a cave while everyone searches for her. This film could have really made more of an impact if it could have concentrated its focus to Grazia. We do see some outbursts and irrational behavior on her part but their is no follow up to these scenes. Nothing comes of it. The film looks great and is beautifully photographed so give director Emanuele Crialese credit for that but the story needed to focus on something more substantial. The film does a good job of showing us what life is like on this island and what is going on in the lives of the three children as they grow up. Their is some speculation that Golino's character gives a hint of being a mermaid like creature and that is why she is having difficulty existing on land. I also sense that the island itself expects its inhabitants to behave in a certain manner and if you don't then you can be subjected to the harsh realities of its rules. All speculations but I do think the films attention could have stayed with the character of Grazia. After she hides in the cave she really has nothing to do. In a sense, the character becomes stagnant. I wish Golino had more to do because I've always liked her and whenever she is onscreen you just can't take your eyes off her. She's a bundle of fury, passion and raw energy! What a shame Crialese didn't write a more complete role for her to act in. When the film ends your left feeling empty from an incomplete story.",negative
474,"When we talk Hollywood Hotel we could be talking about one of three things, the actual hotel, the radio program, and this film which was partially inspired by the first two. Dick Powell was the host of the Hollywood Hotel program on CBS radio network in which Louella Parsons dished out the weekly scoop on the stars.<br /><br />Powell and Parsons debuted the Hollywood Hotel program in 1934 so by 1937 it had its fair share of the radio audience. Powell hosted, sang, and kibitzed with Louella and her movie star guests. With the power she had with her column, she was able to get the various stars to go on and plug their latest films for nothing.<br /><br />Then the American Federation of Radio Artists stepped in and demanded she pay wages accordingly and they won the case. That ended the Hollywood Hotel program in 1938. Of course both Powell and Louella went on to other radio venues. The whole story is covered in the Tony Thomas book, The Films Of Dick Powell.<br /><br />But before the plug was pulled this film came out from Powell's home studio of Warner Brothers inspired by the radio program. Powell plays a singer/saxophonist with the Benny Goodman band who gets signed to a Hollywood contract. But when he gets out to Hollywood he gets himself tangled up with an egotistical film star Lola Lane, her lookalike double real life sister Rosemary Lane, and a ham actor in Alan Mowbray.<br /><br />When Mowbray is called upon to sing in a Civil War epic he's making with Lola Lane, it's Powell's voice they use. Then Mowbray develops a Lina Lamont problem when he's asked to go on the Hollywood Hotel radio program, broadcast from the Hollywood Hotel. That's got the studio in a tizzy. Let's say the problem isn't solved the way it is Singing In The Rain, but Powell's manager Ted Healy proves to be resourceful.<br /><br />Richard Whiting and Johnny Mercer provide a really nice score for the film. The big hit song comes right at the beginning as the Benny Goodman band with scat singing Johnnie Davis sing Hollywood's anthem, Hooray for Hollywood. My favorite however is Powell and Rosemary Lane singing, I'm Like A Fish Out Of Water. Just listening to Johnny Mercer's lyrics about Ginger Rogers running the Brooklyn Dodgers or Sally Rand without her fan, it's a compendium of American popular culture in the Thirties.<br /><br />Busby Berkeley does the choreography here and while the film doesn't have the soaring imaginary stuff that his earlier work with Warner Brothers has, the numbers are well staged. Berkeley's big moment is in a drive-in eatery where Powell and Healy have been forced to take jobs. The number starts with Benny Goodman broadcasting from the Hollywood Hotel doing Let That Be A Lesson To You and then at the drive-in Powell, Lane and the entire place start joining in song to the exasperation of owner Edgar Kennedy. And you know what you can expect from Edgar Kennedy exasperation.<br /><br />Benny Goodman gets to show why he was named the King Of Swing when the band with drummer Gene Krupa and xylophonist Lionel Hampton as part of his ensemble. That together with Frances Langford singing as well. And possibly the last surviving cast member of the group was a fellow who had a small bit as a radio announcer. He died in 2004, but not before he became the 40th President of the United States. Ronald Reagan always credited Dick Powell and Pat O'Brien as being the two guys on Warner Brothers who were the most helpful to an eager young player looking to make his mark.<br /><br />Hollywood Hotel is one delightful and entertaining motion picture, dated, but charmingly so.",positive
475,"I remember the days in which Kim Basinger was nothing more than a pretty face who adorned movies with typical characters of dumb Blondie,romantic interest or damsel in danger.But,everything changed when she won an Academy Award as Best Supporting Actress for her role in the excellent movie L.A. Confidential,and I think I was not the only one who was surprised by her solid performance.However,after that moment,her career did not follow the ideal path.Sure,the prestige she won thanks to that movie made her to participate on moderately prestigious movies (like People I Know or The Door in the Floor),but we have never seen her again on a substantial character.The movie While She Was Out does nothing to put her on that situation; and it is not only that her character is not too tasty,but also that the movie is really crappy.The screenplay from this movie could not be more hollow and basic.However,Basinger brings some conviction to her character,and that makes this poor movie to win a few points.This movie is full of clichés and generic villains.The work of director Susan Montford is truly disastrous for many reasons but mainly,because the movie never gets a good rhythm and tone.The ending from this movie is extremely ridiculous.I do not recommend While She Was Out at all.This film commits the capital sin of being boring.",negative
476,"I haven't liked many TV shows post 1990, but THAT 70S SHOW is great. Never seeing it during it's first run, thinking a gimmicky period piece, I was wrong! I started watching in reruns and the more I watched, the more I liked! Now, it is the only show premiering post-1990 that I watch regularly.<br /><br />Although THAT 70S SHOW mimics some of the styles, attitudes, music, and tastes of the 70s, it does not mire itself in that decade by going overboard with the references and look of the 70s. It contains so much funny, witty, biting dialogue that is delivered with confidence and certainty by its main cast that it overcomes any 70s clichés by just being humorous. The humor is what keeps the show eternally watchable.<br /><br />Although a hilarious sitcom, no matter what time period, the uniqueness of mocking the 70s does work in its favor as it gives the show a signature identity. But its the focus on universal issues (family problems, teen angst, marital issues, peer pressure), dealing with all of them with comic aplomb, that gives the show a mass appeal.<br /><br />The show's center is one Eric Forman (played to absolute comic perfection by future superstar Topher Grace). Eric is a super-skinny, geeky-looking, non-athletic teen and still comes off as super-cool due to Grace's brilliant self-deprecation of the character. Eric has 5 friends Donna, Hyde, Kelso, Jackie, and Fez (played respectively in hilarious fashion by Laura Prepon, Danny Masterson, Ashton Kutcher, Mila Kunis, and Wilmer Valderama). We get to see life in Point Place, Wisconsin through the eyes of these 6 teens and boy do we get a lot to see! Donna, a forward-thinking feminist, is the object of Eric's affection and these 2 have the core relationship of the show. They become a couple pretty soon after the show starts and they are NEVER a boring couple. Most of the shows eps end with them having a meaningful conversation about them and their future and it works as a great insightful bookend, which works as a perfect counter to the prior hilarity. Hyde is Eric's best friend and soon moves in with the Formans when his mother abandons him; Hyde is the mellow, zen, cool one of the group and just sits back, observes, and makes fun of his fellow friends with easygoing aplomb. Kelso is the dumb one of the group and Kutcher plays it the absolute hilt, displaying amazing physical comedy as well as telling some of the most absurdly hilarious ideas and stories ever! Jackie, who starts out as Kelso's girlfriend, is a verbose, self-absorbed debutante cheerleader and is at first only accepted as part of the group b/c of Kelso, but she manages to ingratiate herself to the point where they all HAVE to accept her! And finally, Fez! Fez is the foreign exchange student from some unknown country (we never know exactly where) and he is a scene-stealer! ""I said good day!"" ""You son of a b*tch!"" Valderama is only sporting a foreign accent here as he hasn't one in reality and he is always in character and creates one of the most unique characters I have ever seen. His scene-stealing moments often help make the show for me.<br /><br />The show constantly takes us into the minds and thoughts of these characters through engaging fantasy scenes of how they would like or imagine things to be. The gang repeatedly gets into trouble (most of it on purpose). They constantly play gags on the Point Place residents as well as each other. They hang out most of the time in Eric's basement plotting, pontificating, or just plain playing around.<br /><br />Also figuring prominently in the show are Eric's parents, the menacing, commie-hating Red and the lovable, happy-go-lucky Kitty (played memorably by Kurtwood Smith and Debra Jo Rupp). These 2 adults give the show a much-needed mature point-of-view and constantly berate and advise the 6 ne'er do-wells. Red and Kitty are ably supported by Donna's parents, the buffoonish Bob (played wonderfully for the full run by Don Stark) and blonde bimbo daft Midge (the super-sexy Tanya Roberts, who was on the show for about half it's run). Additionally, for 3 full seasons, Eric's sister from hell Laurie (played brilliantly by the wickedly sexy Farrah-Fawcett lookalike Lisa Robin Kelly) was a major refreshing relief to counter the shenanigans of the main 6 and to be the thorn in Eric and her parents' sides! Kelly came back as a guest character for a few Season 5 eps. But, unfortunately, Kelly's personal problems led to her being replaced by a terrible new actress in Season 6. The newbie didn't last, thankfully, and was gone after a few Season 6 eps!<br /><br />Sadly, at the end of Season 7, Topher Grace (Eric) and early in Season 8, Ashton Kutcher (Kelso) left the show and it never recovered as Season 8 turned out to be it's last. Grace and Kutcher returned for the series finale, though, giving the show a satisfying end. <br /><br />A lot of great supporting and cameo characters would help keep the show fresh through added nostalgia and humor. Top notch supporting players were eternally high Leo (played to the hilt by Tommy Chong), Pastor Dave, Roy (the terrific comic Jim Gaffigan), Big Rhonda, Mitch, Earl, etc. They also got legends Marion Ross (HAPPY DAYS) and Betty White (THE MARY TYLER MOORE SHOW) to play Red and Kitty's mothers, respectively. Many celebrity cameos from the 70s made appearances as well, from Shirley Jones (PARTRIDGE FAMILY) to Pamela Sue Martin (NANCY DREW) to Charo to Ted Nugent to K.I.S.S! It goes on and on!<br /><br />With great nostalgic 70s homages and references, hilarious dialogue and delivery and a nonsensical, take-no-prisoners style of comedic storytelling, THAT 70S SHOW is a television classic!",positive
