date,section,lead_paragraph
2018-11-07 05:39:52+00:00,Briefing,(Want to get this briefing by email? Here’s the sign-up.)
2018-08-28 17:14:41+00:00,U.S.,See full results and maps from the Arizona primaries.
2018-11-05 05:14:12+00:00,Briefing,(Want to get this briefing by email? Here’s the sign-up.)
2018-11-06 10:30:04+00:00,U.S.,"[See the results for the House of Representatives, the Senate and governors’ races.]"
2018-08-21 14:15:29+00:00,U.S.,See full results and maps from the Wyoming primaries.
2018-11-08 18:58:32+00:00,Opinion,To the Editor:
2018-11-06 19:06:22+00:00,U.S.,"Maj. Brent Taylor, a beloved Utah mayor and National Guard officer who deployed to Afghanistan in January, had often voiced the hope that “everyone back home exercises their precious right to vote,” his wife, Jennie Taylor, recalled on Tuesday morning at Dover Air Force Base in Delaware."
2018-12-03 19:47:01+00:00,U.S.,"Brenda C. Snipes, the elections supervisor of Broward County, Fla., whose department has endured blistering criticism for mistakes during the recount in three statewide races in November, has withdrawn her plans to step down after the governor suspended her on Friday."
2018-11-12 20:25:56+00:00,Opinion,"On Sunday, the Republican secretary of state of Arizona, Michele Reagan, did a stunning thing. She explained to America why it was taking so long to count the ballots in Arizona’s unresolved Senate race. Her explanation was thorough, sober, informative and nonpartisan. Most important, it helped foster confidence in the process. It wasn’t just her. Arizona’s Republican governor, Doug Ducey, tweeted over the weekend: “Let’s get this right. All legally cast votes must be counted.”"
2019-01-04 20:11:44+00:00,U.S.,"WASHINGTON — Senator Pat Roberts of Kansas announced Friday that he would not seek a fifth term in 2020, ending more than a half-century of service in Washington and setting off what will likely be another fractious Republican primary between the party’s warring establishment and conservative wings."
2018-09-04 16:10:12+00:00,U.S.,"CHICAGO — Facing a wide field of challengers and critiques over a tenure that included clashes over police conduct, school closings and street violence, Mayor Rahm Emanuel announced on Tuesday that he would not be seeking re-election."
2018-10-26 17:45:43+00:00,World,"FULDA, Germany — It is telling of the flagging strength of Chancellor Angela Merkel of Germany that when she showed up this week to lend support to her party in Hesse before bellwether elections on Sunday, she all but urged voters not to consider her."
2018-08-31 21:53:48+00:00,U.S.,WASHINGTON — The purpose of the bill seemed unassailable: to ensure that state officials could protect their elections against the kind of hacking or interference that has clouded the 2016 campaign.
2018-11-06 10:00:07+00:00,U.S.,"[See the results for the House of Representatives, the Senate and governors’ races, and read our analysis.]"
2019-03-04 10:00:10+00:00,World,"ISTANBUL — At a recent rally to open the campaign before municipal elections in March, President Recep Tayyip Erdogan was heckled by a group of public workers demanding jobs. But he was having none of it."
2018-07-26 09:45:06+00:00,Opinion,"Nov. 4, 2020"
2018-08-24 14:13:08+00:00,World,"HARARE, Zimbabwe — The Zimbabwe Constitutional Court on Friday rejected a call from the country’s top opposition party to throw out the results of the presidential election last month, clearing the way for the governing party’s candidate to be sworn in within 48 hours."
2019-01-04 20:28:29+00:00,World,"LONDON — The Catholic Church, one of the few trusted institutions in Congo, has determined that a leading opposition candidate won this week’s presidential elections, a senior Western official and a presidential adviser said on Friday, setting up a potential confrontation with the Congolese government."
2018-07-31 14:55:09+00:00,World,"HARARE, Zimbabwe — Huge numbers of Zimbabweans turned out for the first elections since the fall of the longtime ruler Robert Mugabe, in voting that was largely peaceful, though marked by problems in the capital, Harare, election observers said on Tuesday."
2018-08-11 18:02:28+00:00,U.S.,See full results and maps from the Hawaii primaries.
2018-08-28 17:14:39+00:00,U.S.,See full results and maps from the Florida primaries.
2018-09-22 14:29:33+00:00,World,MONTREAL — Rosalie Pelchat is typical of the younger generation of Quebecers here. She switches effortlessly from French to English. She spends hours each day surfing Facebook or watching Netflix in the language of Shakespeare.
2018-11-06 09:32:02+00:00,Arts,"Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recommendations straight to your inbox."
2018-08-06 14:45:04+00:00,Opinion,"The 2018 campaign may set a record for midterm spending, predicted to hit the $4 billion mark. The ways in which this staggering sum of money will have been collected and spent, and either disclosed or not disclosed, are evidence yet again that our campaign finance system — if it can even be called a “system” — is in tatters. "
2018-08-28 17:14:41+00:00,U.S.,See full results and maps from the Oklahoma primary runoffs.
2018-09-03 22:07:58+00:00,New York,"A who’s who of New York’s political power structure — and those who aspire to crash it — descended on a small stretch of Eastern Parkway in Brooklyn on Monday, seeking votes amid the bright and bedazzled costumes and pulsating beats of the city’s annual West Indian American Day Parade."
2018-10-05 09:47:03+00:00,Opinion,"President Trump recently accused the Chinese of interfering in American politics ahead of the midterm elections. “They do not want me or us to win because I am the first president to ever challenge China on trade,” he said, addressing the United Nations Security Council. He provided no evidence, and appeared to be complaining mostly about retaliatory tariffs by the Chinese government, which may hurt constituencies that support him, and an advertorial touting U.S.-China trade in an Iowa newspaper."
2019-02-16 09:43:03+00:00,World,"ABUJA, Nigeria — The weather. Sabotage of buildings storing election materials. A raft of court challenges."
2018-11-04 23:04:15+00:00,U.S.,Welcome to a special election weekend edition of California Today.
2019-07-11 20:03:59+00:00,Technology,SAN FRANCISCO — The Federal Election Commission said on Thursday that a Silicon Valley security company could immediately start helping 2020 presidential candidates defend their campaigns from the kinds of malicious email attacks that Russian hackers exploited in the 2016 election.
2018-09-12 18:06:14+00:00,U.S.,See full results and maps from the Rhode Island primaries.
2019-07-16 05:21:08+00:00,U.S.,"WASHINGTON — Democrats have traditionally trounced Republicans when it comes to raising money from small donors, but President Trump’s 2020 re-election campaign is spending heavily to try to change that."
2018-11-07 03:34:50+00:00,U.S.,"See the results for the House of Representatives, the Senate and governors’ races, and read our analysis."
2019-02-01 16:17:56+00:00,World,NEW DELHI — A new pension plan for rickshaw pullers. More money for fisheries. Tax breaks for the middle class and cash handouts to struggling farmers.
2018-09-12 23:06:05+00:00,U.S.,"WASHINGTON — Lawmakers pushing to more aggressively counteract Russian election interference dismissed a new White House effort to punish foreign election meddling as inadequate on Wednesday, pledging to try to secure a vote on more punitive legislation."
2018-06-23 17:14:19+00:00,World,"For a decade and a half, President Recep Tayyip Erdogan of Turkey has increasingly governed as a strongman, first as prime minister and then, since 2014, as head of state. In that time, he has transformed the country into a diplomatic heavyweight in the Middle East, while eroding much of its internal democratic infrastructure."
2018-12-22 12:20:23+00:00,World,"MANILA — A Philippine congressman was shot and killed on Saturday, in an attack the police suspect could be politically related ahead of elections next year."
2018-12-28 17:11:32+00:00,U.S.,A disputed congressional seat in North Carolina could remain vacant for months after incoming Democratic House leaders in Washington on Friday declared they would not seat the apparent Republican winner because of unresolved allegations of election fraud in that race.
2018-10-28 22:30:03+00:00,U.S.,"When he campaigned for president in 1976, Jimmy Carter often invoked the late theologian Reinhold Niebuhr and his admonition that “the sad duty of politics is to establish justice in a sinful world.” That sort of faith-inflected speech from a major national politician was new to most voters. So was the candidate himself, a former Georgia governor who taught Sunday school and described himself as born again, an obscure term for many millions of Americans."
2018-12-09 01:59:31+00:00,U.S.,WASHINGTON — The latest revelations by prosecutors investigating President Trump and his team draw a portrait of a candidate who personally directed an illegal scheme to manipulate the 2016 election and whose advisers had more contact with Russia than Mr. Trump has ever acknowledged.
2018-11-07 19:01:45+00:00,Briefing,(Want to get this briefing by email? Here’s the sign-up.)
2018-11-09 16:59:48+00:00,U.S.,"This is the final edition of The New York Times’s international election newsletter, in which Sarah Lyall has tried to explain the U.S. midterms to readers outside the United States (and perhaps to herself)."
2018-08-07 15:16:13+00:00,U.S.,See full results and maps from the Washington primaries.
2019-04-14 21:07:49+00:00,World,"CALGARY, Alberta — Jason Kenney may have quit national politics to lead the Conservatives in his native Alberta, but that hasn’t stopped him from consistently bringing up an old nemesis from his days in Parliament as he campaigns in the oil-rich province."
2018-09-04 21:32:37+00:00,U.S.,See full results and maps from the Massachusetts primaries.
2018-12-17 13:00:05+00:00,U.S.,"The Russian influence campaign on social media in the 2016 election made an extraordinary effort to target African-Americans, used an array of tactics to try to suppress turnout among Democratic voters and unleashed a blizzard of activity on Instagram that rivaled or exceeded its posts on Facebook, according to a report produced for the Senate Intelligence Committee."
2018-08-29 03:27:03+00:00,U.S.,"PARKLAND, Fla. — When Alyssa Alhadeff and Alaina Petty, both 14, died this year in a mass shooting at Marjory Stoneman Douglas High School in Parkland, Fla., their grief-stricken parents publicly mourned their daughters and questioned politicians over what could be done to prevent another tragedy."
2019-02-11 22:56:14+00:00,World,"ABUJA, Nigeria — Muhammadu Buhari won the presidency in a historic election in Nigeria four years ago by promising to crush two scourges that had plagued the nation for years: endemic corruption and a war with Islamist extremists."
2019-01-30 10:36:57+00:00,World,"SEOUL, South Korea — A close political ally of President Moon Jae-in of South Korea was sentenced to two years in prison on Wednesday for conspiring with bloggers to illegally influence public opinion before Mr. Moon’s election in 2017."
2018-10-30 21:34:50+00:00,U.S.,"[To help readers better understand the information landscape in this election season, journalists at The Times have been collecting examples of electioneering that have the potential to confuse or mislead voters. If you see a suspicious post or text, please take a screenshot and share it with us.]"
2019-03-27 21:53:47+00:00,World,"JERUSALEM — The Israeli election on April 9 was supposed to be a referendum on Prime Minister Benjamin Netanyahu. Facing indictment on bribery charges and a stiff challenge from a career soldier who retired as the military’s chief of staff, Mr. Netanyahu, for the first time, was both deeply vulnerable and unable to persuade Israelis that he was clearly the best prepared to keep them safe."
2018-11-10 10:00:05+00:00,U.S.,"When Joe Neguse discussed his newborn child on the campaign trail in his congressional race in Colorado, he found himself empathizing with constituents concerned about early education for their own children."
2018-09-25 19:52:04+00:00,Smarter Living,"Welcome to The Edit newsletter. Each week you’ll hear from college students and recent graduates about issues going on in their lives. You also may hear from me, Lindsey Underwood, editor of the newsletter. Sign up here to get it in your inbox."
2018-11-15 17:35:45+00:00,U.S.,"Jared Golden, a Marine Corps veteran and Democratic state lawmaker in Maine, defeated New England’s lone House Republican, Bruce Poliquin, on Thursday, just two days after Mr. Poliquin filed a lawsuit to stop the counting of votes under the state’s new ranked-choice voting system."
2018-08-14 19:43:13+00:00,U.S.,See full results and maps from the Minnesota primaries.
2018-11-07 17:51:54+00:00,Business Day,An hour-by-hour guide showing how anchors and political pundits across the ideological spectrum grappled with a topsy-turvy night.
2018-08-07 15:16:13+00:00,U.S.,See full results and maps from the Michigan primaries.
2018-11-09 10:43:04+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2018-08-14 19:02:38+00:00,U.S.,See full results and maps from the Wisconsin primaries.
2018-11-18 07:36:19+00:00,Arts,Would this be the week that “Saturday Night Live” finally got out from underneath its own soap opera and turned its full attention to the world beyond Studio 8H?
2018-12-27 00:37:19+00:00,U.S.,"Reid Hoffman, the tech billionaire whose money was spent on Russian-style social media deception in a Senate race last year, apologized on Wednesday, saying in a statement that he had not approved the operation and did not support such tactics in American politics."
2018-08-01 18:40:19+00:00,World,"HARARE, Zimbabwe — Protests in Zimbabwe’s capital turned violent on Wednesday as demonstrators called the country’s elections a sham and armed soldiers swept the streets. At least three people were reported dead."
2018-11-09 23:29:11+00:00,Briefing,(Want to get this briefing by email? Here’s the sign-up.)
2018-11-07 09:00:40+00:00,U.S.,"The final results are not all tallied, but the lasting impact of the 2018 election — one of the most hotly contested midterms in modern history, notable for the exceptionally high turnout and underscored by considerable angst — is becoming clear."
2018-12-26 17:25:25+00:00,World,"KABUL, Afghanistan — Afghanistan’s presidential election, scheduled for April, is likely to be delayed, Afghan officials said on Wednesday, underscoring the country’s fragility as war with the Taliban rages and the United States presses for peace talks."
2018-10-08 17:40:00+00:00,The Upshot,"Democrats see this as one of their best opportunities to flip a Senate seat. Mr. Heller won his election in 2012 by one percentage point, and he is the only Republican senator up for re-election in 2018 representing a state that Hillary Clinton won in 2016."
2018-10-23 17:25:59+00:00,The Upshot,"The nation’s largest battleground state has voted for the winner in every presidential election since 1996, and President Trump carried the state by just one percentage point in 2016. Polls indicate that the Florida Senate race could be close again."
2018-09-07 21:26:03+00:00,U.S.,"Florida officials must provide Spanish-language election materials in 32 counties with Puerto Rican populations, a federal judge ruled on Friday, granting part of what a Puerto Rican voter and several Latino advocacy groups had requested. But the judge concluded that there would not be enough time before the November elections to make other changes the plaintiffs had sought."
2018-10-28 17:26:07+00:00,The Upshot,"Ms. McBath, through her strong connection to the Black Lives Matter movement, may be able to draw higher black turnout than Mr. Ossoff received. She may also be able to benefit from higher black turnout related to Stacey Abrams’s<a href=""https://www.nytimes.com/2018/10/26/us/politics/stacey-abrams-georgia-governor.html""> </a><a href=""https://www.nytimes.com/2018/10/26/us/politics/stacey-abrams-georgia-governor.html"">run for Georgia governor</a>."
2018-11-09 18:39:17+00:00,U.S.,"LAUDERHILL, Fla. — The election that must not be named, the one that scarred Florida’s collective psyche 18 years ago, came back to haunt the state on Friday, a specter of competing lawsuits, rowdy protests and disputed ballots in Tuesday’s vote that inescapably harkened back to the political drama of 2000."
2018-08-07 15:16:14+00:00,U.S.,See full results and maps from the Kansas primaries.
2018-11-07 00:20:28+00:00,Business Day,"[See the results for the House of Representatives, the Senate and governors’ races, and read our analysis.]"
2018-12-05 03:35:36+00:00,U.S.,"Widespread anger in Georgia over a voting system that Democrats believed to be rigged against them was not enough to prevent a Republican candidate from winning a runoff on Tuesday for secretary of state, the chief overseer of the state’s elections."
2018-12-27 20:11:33+00:00,World,"Protesters stormed an Ebola triage center in the volatile eastern region of Congo on Thursday and set fire to parts of it in a new wave of violent political unrest, aggravated by delays in a long-anticipated election."
2018-08-14 23:08:18+00:00,U.S.,See full results and maps from the Connecticut primaries.
2018-11-07 23:00:38+00:00,U.S.,"President Trump singled out a few of the defeated Republican candidates who unsuccessfully tried to distance themselves from him. “I feel just fine about it,” he said."
2018-09-11 16:39:38+00:00,U.S.,See full results and maps from the New Hampshire primaries.
2018-11-06 11:06:30+00:00,Podcasts,"We look at how four major issues — immigration, the Supreme Court, guns and health care — are shaping voters’ choices."
2018-11-07 11:03:52+00:00,Podcasts,The voting delivered a split Congress — and revealed a country whose political and cultural divisions appear to be deepening.
2018-11-06 03:10:34+00:00,U.S.,"President Trump is wrong to equate the Democrats’ positions on immigration with open borders. Although they largely oppose his border wall, his calls to limit legal immigration and his family separation policy, Democratic lawmakers support border security measures."
2018-10-31 15:48:55+00:00,The Upshot,"This district includes Democratic-leaning areas near the state capital and Michigan State University, and  extends to the Republican-leaning outer suburbs of Detroit."
2019-02-26 23:26:21+00:00,New York,[What you need to know to start the day: Get New York Today in your inbox.]
2019-01-18 22:23:35+00:00,Technology,"SAN FRANCISCO — The Democratic National Committee believes it was targeted in a hacking attempt by a Russian group in the weeks after the midterm elections last year, according to court documents filed late Thursday."
2018-11-04 22:28:32+00:00,Reader Center,"In an effort to shed more light on how we work, The Times is running a series of short posts explaining some of our journalistic practices. Read more of this series here."
2018-09-11 17:09:44+00:00,Opinion,"This is part of a series on what is at stake in New York’s primary elections on Thursday, and in the general election on Nov. 6."
2018-09-13 20:59:32+00:00,U.S.,See full results and maps from the New York primaries.
2018-06-19 20:32:28+00:00,U.S.,See full results and maps from the District of Columbia primaries.
2018-08-08 17:58:31+00:00,U.S.,The results of the Ohio special election are too close to call. Why did the Republican party have to fight so hard to defend this long-held House seat?
2018-11-07 22:34:23+00:00,U.S.,"In a stark display of the nation’s divide, the lower and upper chamber of every legislature but one — Minnesota — will be controlled by the same party following Tuesday’s midterm elections. It will be the first time in 104 years that only one state will have a divided legislature."
2018-10-23 17:24:10+00:00,The Upshot,"The day after Mr. DeSantis won the Republican primary, he said voters should not “monkey this up” by electing Mr. Gillum. Mr. Gillum, who is black, said, “In the handbook of Donald Trump, they no longer do whistle calls — they’re now using full bullhorns.”"
2018-10-29 15:11:58+00:00,The Upshot,This Dallas-based district gave Hillary Clinton the edge in 2016 even as Mr. Sessions was easily re-elected with no Democratic challenger.
2018-10-24 16:49:59+00:00,The Upshot,"The district is a<a href=""https://www.nytimes.com/2018/10/04/us/mia-love-utah-republican-woman-congress-ben-mcadams.html""> </a><a href=""https://www.nytimes.com/2018/10/04/us/mia-love-utah-republican-woman-congress-ben-mcadams.html"">boot-shaped expanse</a> extending south from Salt Lake City, as a recent New York Tiimes article put it. Only 15 percent of the voters are registered Democrats, but the party won the seat narrowly in 2012."
2018-08-07 15:16:13+00:00,U.S.,See full results and maps from the Missouri primaries.
2018-10-08 17:38:05+00:00,The Upshot,"Democrats were very pleased that Mr. Bredesen decided to run, and Republicans are worried that the race has seemed so close in a reliably Republican state."
2018-09-11 09:00:05+00:00,U.S.,"Chris Sununu, a Republican and one of the most popular governors in the country, is regarded as an overwhelming favorite to keep his job. But two Democrats are fighting for the privilege of taking him on in the fall. "
2018-10-15 17:38:39+00:00,The Upshot,Whoever wins this election will make history as the first female senator from Arizona.
2018-11-01 16:50:51+00:00,The Upshot,"The district voted for Donald J. Trump and Mitt Romney by comfortable margins, but it has strong Democratic roots. Democrats have a registration advantage."
2018-10-27 15:18:10+00:00,The Upshot,"This district includes most of eastern Kansas except for the core of the Kansas City metropolitan area. Like the rest of the state, it is strongly Republican-leaning, but the retirement of the incumbent, with no obvious G.O.P. successor, and a strong Democratic candidate have thrown the outcome into doubt."
2018-10-25 17:51:54+00:00,The Upshot,"This district, just north of Los Angeles, is one of the Democrats’ biggest targets. Hillary Clinton won here in 2016, but it has been represented by a Republican since 1993. The district is now about 40 percent Hispanic, and registered Democrats outnumber Republicans."
2018-10-31 15:48:16+00:00,The Upshot,"This district, in the exurbs west of Chicago,  has long had a Republican bent. Dennis Hastert, the longest-serving Republican Speaker of the House in history, represented it from 1987 to 2007."
2018-09-05 23:59:59+00:00,U.S.,Federal prosecutors have issued sweeping subpoenas demanding that millions of North Carolina voter records be turned over to immigration authorities by Sept. 25.
2019-02-01 10:00:08+00:00,U.S.,"WASHINGTON — In the years after Republicans swept state and congressional elections in 2010, legislatures in 25 states — all but a handful of them dominated by the party — enacted laws that made it harder to register and vote, from imposing ID requirements and curbing voter registration drives to rolling back early voting periods."
2018-10-19 20:11:02+00:00,Technology,"SAN FRANCISCO — Over the past few months, the 120 million Brazilians who use WhatsApp, the smartphone messaging application that is owned by Facebook, have been deluged with political messages."
2018-10-26 17:09:59+00:00,The Upshot,"After <a href=""https://www.nytimes.com/interactive/2018/02/19/upshot/pennsylvania-new-house-districts-gerrymandering.html"">the redrawing</a> of the Pennsylvania congressional map in February, the new First District preserves the core of Pennsylvania’s Eighth and keeps Bucks County intact. But it now adds more Democratic territory from central Montgomery County, so going by 2016 results, it’s now a Clinton-leaning district instead of a Trump-leaning one."
2018-10-30 14:46:58+00:00,The Upshot,This open seat has drawn national interest as a potential pickup for Democrats.
2018-11-05 14:02:02+00:00,U.S.,New York Times journalists are reporting from around the country as candidates make their final pitches to the voters who will help reshape the United States for the next two years.
2019-01-05 09:00:09+00:00,World,"JERUSALEM — With elections a few months away, it is political fratricide season in Israel: From left to right, candidates are sticking knives in the ribs of their natural allies in hopes of elevating their own chances of succeeding Prime Minister Benjamin Netanyahu."
2018-08-02 10:04:58+00:00,World,"On Monday, Zimbabwe held an election that was intended to project stability and attract global investors. By Wednesday, protesters and tanks were dueling in the streets. Our video journalists were on the ground to speak to voters."
2019-03-15 10:23:58+00:00,World,"MANILA — Two months ahead of elections in the Philippines, President Rodrigo Duterte has publicly released a new list of people that he claims are “narcopoliticians,” vowing his remaining three years in office will be the bloodiest yet in his war on drugs."
2018-08-14 19:43:12+00:00,U.S.,See full results and maps from the Vermont primaries.
2018-11-19 21:25:28+00:00,U.S.,"JACKSON, Miss. — A special election for the Senate in Mississippi has become a test of racial and partisan politics in the Deep South, as a Republican woman, Cindy Hyde-Smith, and an African-American Democrat, Mike Espy, compete for the last Senate seat still up for grabs in the 2018 midterm campaign."
2019-01-14 18:16:42+00:00,World,"KINSHASA, Democratic Republic of Congo — The blaze that consumed the headquarters of the main opposition party of the Democratic Republic of Congo was so devastating that the bodies of several men were charred beyond recognition. The men were among dozens killed protesting the rule of President Joseph Kabila."
2018-09-13 09:00:15+00:00,New York,"New York voters head to the polls on Thursday as an unusual season of primaries, marked by surprise victories and insurgent candidacies, moves to an end. Voters will choose their party’s nominees for governor, lieutenant governor, attorney general and the State Legislature — and there’s more intrigue than normal."
2018-05-29 09:00:04+00:00,U.S.,Sign up for California Today for the latest news on the June 5 primary and more here.
2018-10-28 17:26:28+00:00,The Upshot,"This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points."
2018-08-02 20:16:14+00:00,U.S.,See full results and maps from the Tennessee primaries.
2018-10-27 03:21:02+00:00,The Upshot,"This often-redrawn district in Orange County, once a pillar of the Reagan-era Republican Party, has experienced an influx of <a href=""https://www.nytimes.com/2018/06/03/us/democrats-asians-orange-county-california.html"">Asian-American</a> and Latino voters. Although some suburban voters may be uneasy with President Trump, the district is not exactly liberal."
2019-07-02 20:55:05+00:00,U.S.,We're keeping track as the candidates file their second quarter fund-raising totals.
2018-05-21 19:45:32+00:00,Opinion,"The issue in Venezuela is not whether Nicolás Maduro won another term fairly or not. Neither the Lima Group of Latin American countries plus Canada, nor the United States or the European Union recognized the election as legitimate. The question is how to get rid of Mr. Maduro before he completes the destruction of his country."
2018-10-18 15:48:17+00:00,The Upshot,"The district was once reliably Democratic, but it swung hard to Mr. Trump in 2016."
2018-07-01 09:00:04+00:00,World,MEXICO CITY — The superlatives have abounded during the run-up to general elections in Mexico: The most important in years. The most potential voters. The largest ever.
2019-02-12 17:34:16+00:00,Arts,You can tell how deeply Donald J. Trump cares about a thing by the extent to which he makes up numbers about it: How many stories in Trump Tower; how many viewers for “The Apprentice”; how many people at his inauguration. So it was not exactly stunning when he held a Monday-night rally in El Paso and spun a fanciful overestimate of his attendance that the city’s fire department later shot down.
2018-11-05 19:46:52+00:00,World,"WARSAW — Despite making major gains in provincial assemblies, Poland’s populist ruling party suffered a sweeping defeat in municipal voting in a set of elections that concluded on Sunday, confirming that Poland is a nation ever more deeply divided between its liberal cities and its conservative countryside."
2019-02-16 10:00:12+00:00,World,"EL EJIDO, Spain — Wedged between the mountains and the Mediterranean Sea, the Almería province of southern Spain was once a setting for the spaghetti westerns that turned Clint Eastwood into a star."
2018-08-28 20:17:47+00:00,Opinion,The biggest energy deficit we have right now in America is the energy to lead on environmental issues.
2018-10-11 16:55:19+00:00,The Upshot,It’s a traditionally G.O.P.-friendly district -- Mr. Trump won it by 10 points -- but college-educated suburban voters here have recently been edging toward Democrats.
2019-04-15 21:39:40+00:00,U.S.,WASHINGTON — The two presidential candidates who entered 2019 with the largest bases of supporters — President Trump and Senator Bernie Sanders of Vermont — led the 2020 field in fund-raising in the first quarter of the year.
2018-10-30 14:47:24+00:00,The Upshot,This sprawling district stretches from the well-educated suburbs of Richmond to the countryside.
2018-10-29 15:12:17+00:00,The Upshot,"This affluent, coastal district was one of the <a href=""https://www.nytimes.com/2018/06/08/us/politics/orange-county-california-primary.html"">most reliably Republican areas</a> of the 20th century, and Republicans still have a 10-point registration advantage. But Hillary Clinton won it by two points."
2018-10-23 17:21:32+00:00,The Upshot,"Perhaps no Republican<a href=""https://www.nytimes.com/interactive/2018/02/19/upshot/pennsylvania-new-house-districts-gerrymandering.html""> </a><a href=""https://www.nytimes.com/interactive/2018/02/19/upshot/pennsylvania-new-house-districts-gerrymandering.html"">was more surprised by the new redistricting map</a> than Mr. Perry, an incumbent from safely conservative York County in the Fourth District. His old district voted for Mr. Trump by 21 points; the new 10th voted for the president by nine points."
2018-11-15 00:25:44+00:00,U.S.,"MIAMI — It was only a week ago that Rick Scott, the Republican governor of Florida and candidate for the United States Senate, claimed on television that “rampant fraud” was perhaps imperiling his election to Congress, and that he was asking the state Department of Law Enforcement to investigate."
2018-10-16 16:57:52+00:00,The Upshot,"The new Eighth District took much of the territory of the old 17th, essentially <a href=""https://www.nytimes.com/interactive/2018/02/19/upshot/pennsylvania-new-house-districts-gerrymandering.html"">swapping out</a> some conservative territory for some other conservative territory, leaving the partisan balance roughly the same. The district includes Scranton and Wilkes-Barre and is a mix of suburban and rural communities, mostly white and middle class."
2018-10-28 17:26:41+00:00,The Upshot,"The district includes all of Hunterdon County and parts of five other counties in northwestern New Jersey. Mr. Lance, a moderate, won re-election in this district by 11 points in 2016 even as it swung toward a narrow victory for Hillary Clinton."
2018-06-26 16:09:59+00:00,U.S.,See full results and maps from the Mississippi primary runoffs.
2018-10-14 15:57:26+00:00,The Upshot,"This district, which includes western suburbs of Kansas City, went narrowly for Hillary Clinton in 2016, but a Republican incumbent has held the seat since 2011."
2018-12-06 19:28:26+00:00,World,"KABUL, Afghanistan — An election complaints agency on Thursday invalidated all of the votes cast in Kabul Province in October’s parliamentary election, more than a million in all, over fraud allegations, pushing the country toward another political crisis just as a top American diplomat arrived to build momentum for peace talks with the Taliban."
2018-10-21 15:16:34+00:00,The Upshot,"The district, a<a href=""https://www.nytimes.com/2018/06/04/us/california-primary-election-live.html""> </a><a href=""https://www.nytimes.com/2018/06/04/us/california-primary-election-live.html"">patchwork</a> of conservative farming communities and liberal-leaning cities east of San Jose, is nearly 45 percent Latino. Democrats have a slight registration edge, but have posted underwhelming results among Latinos in our polling so far."
2018-07-21 14:28:28+00:00,World,"LAHORE, Pakistan — The phone calls started last month, said Rana Iqbal Siraj: intimidating, anonymous demands that he defect from the party that governed Pakistan for the past five years and tried to curb the power of the military. Soon, he was summoned by state security officials who delivered the same message."
2018-06-24 17:26:45+00:00,World,"ANKARA, Turkey — Turkish voters gave President Recep Tayyip Erdogan a decisive victory in national elections on Sunday, lengthening his 15-year grip on power and granting him vastly expanded authority over the legislature and judiciary."
2018-10-13 14:21:09+00:00,The Upshot,"This is a suburban district that has <a href=""https://www.nytimes.com/2018/07/02/us/colorado-sixth-district-coffman.html"">become more diverse</a> and that voted for Hillary Clinton by almost 10 points."
2018-10-18 15:48:03+00:00,The Upshot,"This district includes Virginia Beach, the Norfolk Naval Base and the Virginia portion of Delmarva. It has been in Republican hands for all but one term of the last two decades. Donald J. Trump carried the district by three points."
2018-06-24 03:42:23+00:00,World,"High Stakes for the Country, and Erdogan"
2018-10-19 16:43:06+00:00,The Upshot,"This relatively wealthy and well-educated district is the <a href=""https://www.nytimes.com/2017/12/18/us/politics/house-control-2018-suburbs-trump-republicans-democrats.html"">sort of place</a> that Democrats are hoping to flip because of displeasure with President Trump. Outside of Utah, no battleground district swung more from Mitt Romney to Hillary Clinton."
2018-08-30 14:00:04+00:00,New York,"Mayor Bill de Blasio’s emphasis on small donors in last year’s mayoral race helped fuel a resurgence of donations of $175 or less to candidates participating in New York City’s matching funds program, according to a new report by the Campaign Finance Board."
2018-10-10 17:46:19+00:00,The Upshot,"After <a href=""https://www.nytimes.com/interactive/2018/02/19/upshot/pennsylvania-new-house-districts-gerrymandering.html"">the redrawing</a> of the Pennsylvania congressional map in February, the new First District preserves the core of Pennsylvania’s Eighth and keeps Bucks County intact. But it now adds more Democratic territory from central Montgomery County, so going by 2016 results, it’s now a Clinton-leaning district instead of a Trump-leaning one."
2018-08-29 09:27:15+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2018-10-11 16:54:30+00:00,The Upshot,Demographics explain why this is one of the Democrats’ best hopes to flip a seat.
2018-10-11 16:54:08+00:00,The Upshot,This union-heavy and mostly white working-class district covers one of the most reliably Democratic areas of the 20th century.
2018-12-03 17:50:06+00:00,U.S.,"MADISON, Wis. — When Democrats won the governor’s office in Wisconsin, it was one of the party’s most celebrated midterm successes in regaining power in the states. Now Republicans are striking back, moving to slash the power of the new governor even before he takes the oath of office."
2018-07-24 15:21:54+00:00,U.S.,See full results and maps from the Georgia primary runoffs.
2018-11-05 19:17:30+00:00,Opinion,Elections on Tuesday will be the most sharply contested and consequential midterms in years. New York and Connecticut will also select governors and other state officials.
