year_type,year,organization_group_code,organization_group,department_code,department,union_code,union,job_family_code,job_family,job_code,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_dental,other_benefits,total_benefits,total_compensation
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,22988,66174.04,13718.98,3911.06,83804.08,20811.85,13254.43,6489.98,40556.26,124360.34
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8216,Senior Parking Control Officer,36349,65176.57,400.0,817.45,66394.02,14737.72,11799.02,5418.58,31955.32,98349.34
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,1194,68061.36,27102.68,4753.8,99917.84,20011.86,13414.82,7605.18,41031.86,140949.7
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,49521,54147.99,2117.63,1752.31,58017.93,16566.32,10842.13,4426.79,31835.24,89853.17
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,49781,37214.98,4243.17,1183.29,42641.44,9935.21,11621.55,3246.38,24803.14,67444.58
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,12309,43220.65,0.0,5571.24,48791.89,10048.01,6630.45,3918.43,20596.89,69388.78
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,6052,64109.74,14585.09,667.38,79362.21,19230.07,12837.02,6192.84,38259.93,117622.14
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,8406,65077.54,262.92,3568.69,68909.15,20381.21,13035.3,5278.38,38694.89,107604.04
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,20665,60044.76,2167.88,577.5,62790.14,16483.39,11825.68,4626.39,32935.46,95725.6
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,27821,66071.52,11636.42,7354.73,85062.67,21811.87,0.0,6676.49,28488.36,113551.03
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,32574,9122.99,0.0,67.44,9190.43,0.0,0.0,726.05,726.05,9916.48
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,21022,51820.24,2288.37,571.82,54680.43,15530.18,10369.35,3987.22,29886.75,84567.18
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,44252,26411.0,0.0,5021.34,31432.34,6771.59,5256.52,2510.2,14538.31,45970.65
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,25409,2092.8,0.0,0.0,2092.8,0.0,764.58,162.03,926.61,3019.41
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,1641,45069.25,3513.19,824.91,49407.35,12451.29,8847.38,3906.41,25205.08,74612.43
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351,Municipal Executive Association - Miscellaneous,9100,Street Transit,9172,"Manager II, MTA",21661,93194.93,0.0,7382.43,100577.36,22559.5,12500.56,16028.27,51088.33,151665.69
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,38975,53009.39,3947.5,1937.73,58894.62,14176.35,12479.36,4788.25,31443.96,90338.58
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,49259,59508.02,9119.75,4665.82,73293.59,19046.08,11911.63,5489.06,36446.77,109740.36
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38624,63861.95,14963.24,1651.83,80477.02,17921.32,12582.56,6066.01,36569.89,117046.91
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1446,Secretary 2,8884,68067.09,262.6,3005.1,71334.79,14157.67,12424.5,5908.5,32490.67,103825.46
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,278,92030.4,63449.56,13245.83,168725.79,22387.99,12644.24,10744.52,45776.75,214502.54
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,11109,42845.74,1557.63,1555.81,45959.18,11650.15,10297.76,3756.48,25704.39,71663.57
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,930,52938.65,17788.97,4353.71,75081.33,15367.67,10408.99,5819.49,31596.15,106677.48
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,23237,61253.55,7256.14,4769.72,73279.41,19596.17,12262.88,5697.79,37556.84,110836.25
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,15460,22758.4,0.0,0.0,22758.4,0.0,6116.67,1764.43,7881.1,30639.5
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,33618,51256.4,0.0,7465.35,58721.75,13398.65,12424.5,4747.7,30570.85,89292.6
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,45755,63776.03,12611.66,892.96,77280.65,17674.48,12567.51,5813.23,36055.22,113335.87
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9506,Snr Permit And Citation Clerk,48196,75389.0,4158.62,0.0,79547.62,15538.11,12421.52,6330.33,34289.96,113837.58
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,41014,56531.0,0.0,2614.35,59145.35,11780.12,12424.5,4847.63,29052.25,88197.6
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,22,"Prof & Tech Engineers - Personnel, Local 21",1400,"Clerical, Secretarial & Steno",1452,Executive Secretary 2,39300,11532.9,0.0,0.0,11532.9,2586.82,1772.11,944.02,5302.95,16835.85
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,30288,66503.63,13886.91,5225.13,85615.67,19645.75,13106.95,6431.48,39184.18,124799.85
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,27137,7894.31,0.0,0.0,7894.31,0.0,2861.22,611.8,3473.02,11367.33
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,41022,12592.08,769.57,78.91,13440.56,3036.12,3882.06,1034.7,7952.88,21393.44
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,17181,55533.1,0.0,626.4,56159.5,14489.09,12500.55,4554.21,31543.85,87703.35
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1424,Clerk Typist,38581,25812.0,20.32,288.0,26120.32,6733.8,5734.39,2151.06,14619.25,40739.57
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12859,59480.27,9873.85,2072.2,71426.32,18261.5,11917.32,5555.51,35734.33,107160.65
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,34980,60997.3,0.0,2321.34,63318.64,15210.81,12548.45,5071.63,32830.89,96149.53
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,39974,49904.7,14234.62,2955.12,67094.44,15673.55,10005.48,5064.42,30743.45,97837.89
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,10991,28068.85,0.0,3110.87,31179.72,6422.71,6205.38,2625.57,15253.66,46433.38
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42616,37432.87,2903.92,469.14,40805.93,10788.55,7408.29,3155.34,21352.18,62158.11
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43722,64740.87,3835.19,646.31,69222.37,14900.85,12754.35,5282.46,32937.66,102160.03
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,3095,26837.0,0.0,0.0,26837.0,6019.58,6226.33,2212.27,14458.18,41295.18
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,41936,8459.86,0.0,49.05,8508.91,0.0,3116.16,658.75,3774.91,12283.82
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,23545,53020.3,0.0,0.0,53020.3,13679.15,12452.66,4064.53,30196.34,83216.64
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351,Municipal Executive Association - Miscellaneous,9100,Street Transit,9187,"Deputy Dir II, MTA",46395,227908.59,0.0,0.0,227908.59,50003.13,12500.56,19300.3,81803.99,309712.58
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12757,67026.61,37906.86,5978.42,110911.89,20034.6,13210.41,8476.79,41721.8,152633.69
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,22973,7254.13,0.0,61.31,7315.44,0.0,2625.28,591.57,3216.85,10532.29
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,41970,9378.82,0.0,126.94,9505.76,2103.67,1909.81,948.46,4961.94,14467.7
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,13138,63182.67,18324.0,1126.78,82633.45,19083.18,12651.9,6458.54,38193.62,120827.07
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,20089,50629.6,0.0,6244.29,56873.89,14178.99,12596.34,4571.73,31347.06,88220.95
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,1112,48909.0,3642.69,1588.16,54139.85,14141.58,13346.73,4149.86,31638.17,85778.02
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,36117,66943.35,7804.58,5219.32,79967.25,19743.11,13189.2,6074.28,39006.59,118973.84
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,24054,36643.15,10303.58,1255.9,48202.63,9799.98,11443.97,3492.62,24736.57,72939.2
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,38855,54440.1,0.0,6020.59,60460.69,14143.11,12424.5,4642.74,31210.35,91671.04
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,52012,35271.62,413.89,314.9,36000.41,9852.4,6891.72,725.34,17469.46,53469.87
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,52001,65670.17,6272.28,2956.67,74899.12,20378.86,13154.26,5848.43,39381.55,114280.67
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,31024,55943.31,0.0,5175.44,61118.75,13631.23,12500.56,4977.8,31109.59,92228.34
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,13508,67283.97,21321.51,4713.43,93318.91,21384.22,13474.25,7241.64,42100.11,135419.02
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9110,Fare Collections Receiver,12165,35031.1,1526.66,7095.59,43653.35,8462.03,7088.44,3575.73,19126.2,62779.55
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,48105,64404.15,17734.75,7568.04,89706.94,21376.67,12899.94,7017.35,41293.96,131000.9
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,19874,39230.67,1905.26,955.86,42091.79,11904.68,7683.59,2570.3,22158.57,64250.36
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,30113,67069.26,3895.59,2741.83,73706.68,20729.87,13433.07,5731.55,39894.49,113601.17
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,8862,61092.8,0.0,1000.0,62092.8,13927.43,12500.56,5019.52,31447.51,93540.31
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,16734,65008.21,125.73,2049.52,67183.46,19909.21,12443.14,5490.23,37842.58,105026.04
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,26757,51091.33,8598.82,816.8,60506.95,10809.41,10218.2,4759.04,25786.65,86293.6
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,16753,39303.2,0.0,0.0,39303.2,8419.44,8691.18,3058.05,20168.67,59471.87
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,13535,0.0,0.0,9973.3,9973.3,0.0,0.0,762.95,762.95,10736.25
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,50614,10134.6,0.0,827.66,10962.26,2828.26,2730.01,875.53,6433.8,17396.06
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9504,Permit And Citation Clerk,23387,68002.3,7179.1,0.0,75181.4,15253.0,12500.56,6053.6,33807.16,108988.56
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,11103,67285.92,23790.05,4715.21,95791.18,19842.74,13262.98,7443.55,40549.27,136340.45
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,47819,63726.64,21419.06,3971.76,89117.46,20097.54,12764.52,6949.01,39811.07,128928.53
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,6685,55955.7,683.96,5201.55,61841.21,13112.35,12500.56,4973.77,30586.68,92427.89
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,14853,34318.56,9247.69,1914.12,45480.37,10445.19,6824.88,3511.38,20781.45,66261.82
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42684,7524.18,397.39,36.41,7957.98,1786.69,2267.89,617.03,4671.61,12629.59
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,11651,7234.32,819.82,69.39,8123.53,2066.94,2321.05,628.92,5016.91,13140.44
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43400,41499.13,1508.33,2859.56,45867.02,12916.22,8252.85,3543.01,24712.08,70579.1
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,18184,22812.74,133.35,863.42,23809.51,0.0,6208.37,1843.32,8051.69,31861.2
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,36039,90984.62,75714.92,9088.71,175788.25,21249.92,12500.56,11427.16,45177.64,220965.89
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,15217,63152.98,0.0,1520.0,64672.98,14461.3,12165.65,5166.33,31793.28,96466.26
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,33080,67278.55,24499.47,3975.39,95753.41,21161.68,13473.42,7473.24,42108.34,137861.75
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,7053,54124.0,0.0,624.0,54748.0,12250.24,12424.5,4492.56,29167.3,83915.3
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,32793,32642.18,4189.32,346.48,37177.98,8481.04,10187.74,2792.89,21461.67,58639.65
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,26376,33480.56,2983.22,1893.34,38357.12,9884.55,10609.01,2759.15,23252.71,61609.83
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9520,Trans Safety Specialist,9426,112900.8,0.0,6898.06,119798.86,25645.38,12476.61,9632.68,47754.67,167553.53
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,43147,91652.71,33704.68,8088.57,133445.96,19522.7,12376.71,9969.96,41869.37,175315.33
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,34416,63720.15,21472.27,550.04,85742.46,19071.48,12761.58,6471.6,38304.66,124047.12
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,11335,55943.3,0.0,3222.9,59166.2,12548.07,12500.56,4860.16,29908.79,89074.99
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9506,Snr Permit And Citation Clerk,24705,74613.42,310.73,0.0,74924.15,16735.74,12500.56,6205.37,35441.67,110365.82
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,49650,52505.04,2513.21,1707.72,56725.97,12859.01,12376.73,4874.97,30110.71,86836.68
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9140,Transit Manager 1,22998,106609.9,0.0,0.0,106609.9,21917.55,12424.5,8567.79,42909.84,149519.74
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,40147,56191.1,0.0,7601.84,63792.94,13734.76,12424.5,5159.77,31319.03,95111.97
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,23980,66838.57,23266.63,4786.89,94892.09,19636.97,13170.63,7206.29,40013.89,134905.98
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,35389,64914.32,4779.15,3407.66,73101.13,20287.57,13001.9,5705.3,38994.77,112095.9
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1408,Principal Clerk,38265,68078.09,0.0,0.0,68078.09,14079.85,11952.13,5204.97,31236.95,99315.04
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,24846,90645.93,3072.05,3188.85,96906.83,20871.21,12452.66,7653.88,40977.75,137884.58
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,44208,58241.24,7133.29,1095.22,66469.75,17598.23,11663.3,5185.61,34447.14,100916.89
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9520,Trans Safety Specialist,53405,43872.09,5761.12,1432.04,51065.25,8235.77,5698.54,3957.15,17891.46,68956.71
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9150,Train Controller,19389,102424.1,63877.52,10603.77,176905.39,22735.88,12639.54,10705.77,46081.19,222986.58
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,36828,66853.62,8497.16,1235.29,76586.07,16671.54,13254.78,5853.75,35780.07,112366.14
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,41163,66478.91,3263.42,933.06,70675.39,18473.4,13102.35,5492.99,37068.74,107744.13
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,47155,68991.08,14058.26,1322.9,84372.24,19283.74,13594.38,6373.55,39251.67,123623.91
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,15307,1362.46,298.04,250.0,1910.5,385.58,430.07,117.91,933.56,2844.06
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1444,Secretary 1,43233,58782.02,0.0,624.0,59406.02,12243.99,12424.5,4841.26,29509.75,88915.77
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,45418,67161.39,17535.61,1020.42,85717.42,16860.61,13448.63,6334.21,36643.45,122360.87
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42906,62526.18,13453.47,1019.89,76999.54,15462.57,13230.84,5876.36,34569.77,111569.31
