sales,transactions,neg
374.63,17,1
609.67,15,1
174.82,19,1
1853.37,9,1
4408.73,1,1
278.05,18,1
220.69,17,1
283.79,20,1
1710.83,7,1
353.31,15,1
143.6,17,1
2414.5,6,1
362.0,7,1
360.2,22,1
223.79,20,1
296.23,27,1
199.03,10,1
273.84,16,1
2748.33,5,1
194.02,20,1
1427.53,10,1
174.72,8,1
4106.7,1,1
515.1,19,1
516.59,12,1
1158.73,9,1
563.71,15,1
2958.37,4,1
2730.33,10,1
445.33,24,1
265.32,15,1
439.47,5,1
206.02,16,1
440.83,18,1
684.94,23,1
227.19,6,1
118.38,19,1
346.74,18,1
377.13,15,1
1329.33,5,1
84.76,21,1
449.92,16,1
408.05,18,1
175.41,19,1
374.96,7,1
157.6,14,1
151.64,20,1
5113.12,11,1
3657.33,1,1
992.9,12,1
1791.67,7,1
298.59,14,1
265.66,24,1
392.93,22,1
826.4,18,1
1626.33,2,1
709.2,7,1
2133.5,5,1
1486.33,5,1
211.03,15,1
405.47,20,1
265.89,24,1
380.11,20,1
91.6,11,1
474.36,22,1
235.79,16,1
375.97,10,1
577.97,15,1
468.8,25,1
325.32,7,1
214.11,20,1
2416.2,5,1
196.81,20,1
310.04,18,1
420.03,18,1
171.83,15,1
289.49,21,1
4164.83,6,1
576.32,12,1
90.39,42,1
439.52,17,1
1106.93,20,1
158.12,19,1
3066.83,1,1
2361.5,1,1
377.72,14,1
549.47,20,1
1718.5,5,1
3225.0,14,1
213.48,10,1
2081.33,7,1
377.81,17,1
222.38,16,1
289.39,25,1
188.23,7,1
2931.5,5,1
630.56,7,1
210.43,20,1
440.01,32,1
489.48,18,1
438.46,11,1
325.1,20,1
233.89,21,1
273.45,17,1
401.22,18,1
422.64,18,1
404.76,16,1
348.17,18,1
502.17,3,1
267.12,15,1
506.34,17,1
131.28,18,1
240.76,21,1
484.0,10,1
169.33,20,1
315.89,21,1
1968.5,6,1
5004.13,7,1
1587.67,17,1
369.12,16,1
271.16,14,1
396.16,17,1
275.17,15,1
3123.5,5,1
289.47,13,1
584.03,19,1
1614.56,19,1
3145.5,2,1
262.05,22,1
791.09,16,1
478.83,27,1
266.51,17,1
771.73,21,1
228.16,24,1
1155.6,18,1
1311.0,11,1
155.95,17,1
594.24,15,1
349.98,22,1
225.53,23,1
246.08,23,1
357.42,2,1
2168.62,8,1
555.27,15,1
121.6,9,1
182.72,11,1
349.68,18,1
130.2,15,1
1784.33,5,1
180.58,19,1
335.17,23,1
391.3,7,1
3522.35,9,1
201.1,22,1
291.52,18,1
312.57,20,1
373.47,19,1
281.07,19,1
329.64,23,1
3904.33,6,1
1205.64,18,1
1157.57,15,1
165.57,9,1
2399.33,1,1
2293.5,5,1
1311.67,6,1
434.29,19,1
495.55,27,1
373.67,12,1
500.29,24,1
461.17,20,1
1232.82,1,1
735.28,2,1
387.92,17,1
371.28,18,1
3334.28,6,1
923.67,23,1
633.5,22,1
2439.23,11,1
309.75,17,1
2383.33,18,1
212.07,17,1
2535.67,8,1
1299.48,22,1
615.51,24,1
1030.16,10,1
685.66,23,1
569.81,20,1
358.23,19,1
913.92,25,1
481.42,21,1
1451.47,23,1
1603.12,6,1
90.78,10,1
261.26,26,1
3380.0,12,1
343.68,16,1
602.09,12,1
252.25,20,1
413.85,19,1
1413.87,16,1
708.07,19,1
222.04,21,1
127.33,7,1
797.2,4,1
1754.0,6,1
177.65,18,1
319.76,10,1
1057.42,22,1
220.13,21,1
1346.0,3,1
2287.17,9,1
385.07,13,1
429.03,1,1
471.01,18,1
528.63,8,1
3748.55,8,1
2488.13,22,1
626.6,4,1
2121.83,1,1
144.88,21,1
1965.67,1,1
241.03,17,1
283.33,19,1
3084.67,2,1
1217.23,10,1
810.73,16,1
1367.67,1,1
610.57,7,1
343.36,19,1
778.05,12,1
437.27,16,1
250.94,19,1
215.33,15,1
345.92,19,1
4088.07,6,1
2678.22,10,1
384.92,15,1
2752.5,1,1
1287.8,28,1
236.51,14,1
246.1,22,1
360.99,19,1
3436.33,18,1
2377.47,25,1
3013.62,7,1
311.2,20,1
1985.33,7,1
2347.87,15,1
184.96,19,1
3133.22,1,1
301.36,5,1
191.94,22,1
2348.5,9,1
317.54,14,1
467.7,19,1
2725.33,1,1
279.7,15,1
312.15,14,1
1566.83,4,1
477.95,22,1
178.6,19,1
442.26,14,1
264.61,22,1
269.73,20,1
1612.0,19,1
442.53,11,1
414.44,23,1
107.35,22,1
1449.67,7,1
2772.68,8,1
7579.87,6,1
423.8,21,1
404.95,18,1
246.59,27,1
451.51,15,1
478.19,24,1
495.49,19,1
395.38,21,1
4148.17,1,1
195.0,19,1
228.91,7,1
239.73,3,1
436.75,15,1
383.27,10,1
1596.67,1,1
306.19,15,1
507.52,24,1
261.33,15,1
1823.12,13,1
2491.0,7,1
641.67,19,1
190.96,22,1
337.03,16,1
140.57,16,1
1756.67,5,1
788.33,8,1
435.47,22,1
473.2,17,1
457.87,18,1
1338.5,7,1
3287.67,7,1
2953.17,5,1
339.85,23,1
211.2,22,1
287.87,25,1
236.69,12,1
565.47,9,1
337.7,23,1
1649.86,15,1
334.48,20,1
505.36,12,1
643.47,25,1
565.27,18,1
2436.2,5,1
194.01,20,1
298.39,9,1
420.75,16,1
3848.17,1,1
265.07,19,1
323.73,11,1
1929.17,5,1
169.22,22,1
277.03,7,1
3746.82,4,1
309.47,20,1
2272.5,8,1
775.36,22,1
334.99,4,1
3089.67,2,1
2024.13,20,1
729.87,6,1
1903.42,6,1
587.4,16,1
267.54,19,1
218.39,15,1
499.45,15,1
531.19,21,1
334.29,19,1
2673.5,16,1
336.05,23,1
343.49,24,1
513.21,25,1
383.67,21,1
234.03,19,1
2602.82,6,1
2001.48,19,1
2100.23,1,1
3381.0,1,1
1020.0,1,1
2684.67,17,1
3624.5,1,1
469.24,17,1
280.68,19,1
361.14,15,1
116.69,15,1
400.55,14,1
352.72,24,1
292.5,18,1
2154.17,5,1
514.72,4,1
297.66,19,1
868.75,15,1
1130.6,20,1
493.92,18,1
243.92,18,1
241.44,20,1
2920.33,1,1
762.27,1,1
3395.33,7,1
351.42,19,1
365.44,16,1
69.13,19,1
258.42,21,1
290.83,25,1
2974.5,4,1
3554.85,7,1
414.48,23,1
247.87,19,1
548.96,9,1
301.48,18,1
169.09,5,1
211.92,16,1
1406.33,7,1
580.42,4,1
475.57,25,1
264.59,17,1
327.3,19,1
287.32,19,1
224.04,20,1
2957.5,1,1
228.25,17,1
507.44,13,1
178.5,14,1
2973.0,1,1
335.2,15,1
309.27,26,1
616.42,18,1
378.67,21,1
578.3,21,1
966.0,8,1
210.15,16,1
3280.67,7,1
424.67,26,1
507.47,19,1
330.93,20,1
1159.73,14,1
233.07,22,1
2349.43,6,1
2272.83,1,1
378.56,13,1
736.8,21,1
484.19,12,1
369.95,8,1
779.03,2,1
3849.3,10,1
207.97,18,1
3017.83,6,1
589.73,19,1
1255.0,10,1
469.93,9,1
282.99,15,1
243.87,16,1
271.57,3,1
205.97,17,1
282.36,24,1
139.6,13,1
2283.88,1,1
2446.17,1,1
351.97,15,1
5244.2,1,1
1244.72,5,1
552.37,17,1
1466.97,8,1
242.69,22,1
2979.67,3,1
369.2,50,1
1569.0,3,1
396.61,17,1
459.51,13,1
221.66,17,1
277.69,19,1
438.3,17,1
297.32,23,1
2339.07,20,1
302.81,19,1
357.68,18,1
790.83,8,1
162.36,5,1
329.6,18,1
421.37,20,1
357.33,15,1
438.8,23,1
1244.87,10,1
10.4,27,1
158.93,19,1
170.91,22,1
1436.17,4,1
562.77,15,1
521.92,15,1
3162.6,2,1
382.9,22,1
269.68,21,1
2885.65,27,1
1916.67,1,1
1661.5,6,1
355.16,21,1
282.9,14,1
360.23,14,1
979.9,10,1
2590.27,22,1
349.02,1,1
310.99,18,1
421.2,15,1
351.43,17,1
1804.4,8,1
745.17,20,1
1014.73,6,1
275.3,21,1
118.12,15,1
1213.65,23,1
466.81,11,1
438.73,9,1
480.68,15,1
310.84,18,1
271.47,24,1
733.53,5,1
365.09,18,1
248.53,13,1
629.53,20,1
538.8,20,1
1925.67,9,1
568.85,11,1
354.21,5,1
236.3,13,1
3313.17,2,1
1375.6,27,1
499.94,21,1
269.5,24,1
2242.67,1,1
279.66,24,1
417.5,10,1
278.46,19,1
298.51,5,1
1327.93,22,1
214.55,20,1
401.6,11,1
177.09,20,1
411.41,22,1
708.34,25,1
665.83,20,1
4122.67,1,1
418.56,20,1
811.73,10,1
899.97,15,1
3795.0,1,1
849.53,15,1
719.87,22,1
4462.03,6,1
592.9,12,1
318.5,11,1
423.41,1,1
2243.5,1,1
410.88,20,1
419.34,22,1
763.2,1,1
229.62,20,1
561.53,15,1
230.17,17,1
343.68,21,1
340.5,20,1
541.56,22,1
3693.17,2,1
3036.33,4,1
604.59,22,1
393.07,20,1
354.11,20,1
2892.24,5,1
293.09,17,1
200.63,20,1
440.81,15,1
3880.5,1,1
493.71,17,1
276.49,4,1
1579.67,2,1
300.6,14,1
469.39,6,1
3877.25,14,1
275.89,19,1
1195.5,5,1
1593.33,1,1
621.6,21,1
396.72,19,1
541.77,19,1
3008.17,10,1
128.85,20,1
579.73,21,1
143.27,21,1
335.62,16,1
392.04,20,1
506.17,6,1
332.91,15,1
325.76,10,1
636.21,18,1
197.5,22,1
2640.52,4,1
386.27,28,1
235.72,21,1
427.22,22,1
234.83,17,1
1631.67,11,1
356.91,15,1
232.55,16,1
263.96,14,1
638.83,16,1
3932.17,1,1
207.54,22,1
497.47,14,1
1251.0,5,1
219.53,13,1
163.1,15,1
352.61,20,1
1188.5,1,1
443.01,23,1
143.1,6,1
513.1,15,1
250.91,22,1
1894.4,21,1
357.11,25,1
415.66,18,1
824.47,14,1
2643.55,1,1
981.4,16,1
323.6,17,1
579.76,16,1
467.25,19,1
183.05,18,1
309.31,15,1
115.33,13,1
361.68,18,1
260.33,15,1
2748.63,6,1
726.97,33,1
3304.6,1,1
268.01,12,1
329.17,14,1
761.7,17,1
457.12,24,1
2687.47,13,1
468.07,3,1
1423.33,14,1
419.37,15,1
468.38,1,1
298.36,17,1
626.51,9,1
343.47,14,1
3362.45,1,1
296.38,17,1
2649.2,6,1
2888.17,3,1
225.59,21,1
227.81,18,1
330.08,15,1
2677.5,9,1
2330.4,11,1
317.31,19,1
353.98,18,1
285.35,21,1
2277.17,5,1
367.25,8,1
186.75,4,1
410.03,23,1
958.42,25,1
-88.83,1,-1
917.0,19,1
3117.62,5,1
580.63,24,1
135.28,22,1
6107.18,6,1
202.61,14,1
654.68,20,1
450.67,31,1
56.75,15,1
914.29,17,1
1943.83,5,1
396.03,23,1
245.9,23,1
315.41,3,1
456.08,20,1
656.61,16,1
2548.64,25,1
201.98,27,1
705.95,25,1
347.7,22,1
346.64,14,1
569.01,15,1
800.73,20,1
696.0,24,1
507.57,16,1
372.13,12,1
196.2,20,1
486.63,18,1
306.19,25,1
2608.5,1,1
641.11,19,1
517.17,12,1
4334.4,9,1
576.11,19,1
229.07,16,1
623.46,18,1
411.02,20,1
1630.88,1,1
756.87,30,1
289.73,11,1
88.77,8,1
282.95,16,1
2451.11,16,1
468.21,15,1
449.87,19,1
954.73,21,1
540.87,17,1
521.51,17,1
4545.02,1,1
487.73,24,1
1147.2,17,1
358.17,15,1
291.49,25,1
1014.5,44,1
3092.17,1,1
310.19,8,1
345.6,13,1
400.67,17,1
394.59,25,1
2827.17,1,1
426.2,22,1
683.7,14,1
867.46,10,1
557.83,24,1
3663.5,5,1
611.15,21,1
339.31,25,1
854.36,1,1
346.8,19,1
310.62,5,1
403.33,21,1
582.44,20,1
660.31,21,1
2884.17,8,1
340.29,15,1
388.91,10,1
874.73,10,1
428.68,22,1
1272.67,3,1
439.17,20,1
483.37,21,1
2728.44,1,1
2169.79,3,1
412.06,20,1
241.8,24,1
4525.08,1,1
464.32,24,1
425.04,21,1
4204.17,5,1
402.75,18,1
412.02,17,1
235.39,11,1
303.8,19,1
451.0,18,1
3166.0,6,1
473.33,19,1
256.97,23,1
476.3,20,1
1474.4,16,1
1105.0,6,1
254.51,24,1
2993.83,6,1
2657.83,3,1
270.67,5,1
286.93,17,1
1335.0,5,1
1027.5,4,1
367.41,18,1
253.41,18,1
594.83,21,1
1809.92,17,1
239.52,20,1
287.92,16,1
321.28,18,1
4032.5,8,1
1986.83,3,1
2629.9,2,1
636.18,21,1
309.33,17,1
1003.6,16,1
371.97,11,1
279.47,18,1
185.71,14,1
333.66,22,1
662.3,11,1
248.57,2,1
670.94,21,1
358.66,13,1
361.24,12,1
1011.2,16,1
1088.16,24,1
3011.5,9,1
414.53,7,1
1282.32,18,1
321.43,22,1
870.65,4,1
920.4,18,1
693.0,19,1
339.16,24,1
336.63,16,1
1586.0,8,1
463.12,23,1
796.31,29,1
286.15,22,1
350.8,16,1
554.0,19,1
356.19,21,1
325.47,6,1
348.93,22,1
2063.17,4,1
1469.87,22,1
1624.0,7,1
605.87,20,1
359.91,12,1
393.12,15,1
308.22,23,1
245.22,14,1
331.39,24,1
470.08,19,1
515.5,32,1
504.53,21,1
276.76,20,1
527.71,16,1
1278.55,4,1
2814.33,5,1
384.03,20,1
317.85,29,1
324.03,22,1
193.63,16,1
742.67,23,1
651.6,21,1
509.51,22,1
578.43,15,1
131.33,23,1
3177.6,5,1
1288.92,10,1
263.99,21,1
272.53,19,1
329.26,6,1
7341.62,1,1
264.63,21,1
370.95,8,1
376.6,21,1
414.12,15,1
544.12,17,1
380.16,22,1
3750.07,1,1
276.82,18,1
237.35,18,1
1986.0,3,1
283.85,11,1
242.77,20,1
761.77,9,1
535.0,25,1
1576.75,10,1
340.9,16,1
187.92,16,1
99.83,19,1
110.85,19,1
342.53,9,1
2111.89,13,1
674.2,20,1
2376.17,2,1
459.5,18,1
377.14,21,1
1594.0,6,1
745.57,21,1
386.97,23,1
256.95,20,1
298.06,13,1
542.21,20,1
355.01,16,1
344.4,13,1
226.47,21,1
181.09,18,1
2353.43,4,1
239.73,11,1
177.3,9,1
1666.56,21,1
244.86,16,1
411.05,17,1
541.49,16,1
1156.67,21,1
492.4,17,1
3976.27,1,1
274.4,10,1
227.76,2,1
388.7,21,1
394.53,14,1
525.07,8,1
581.65,18,1
152.95,19,1
2282.5,7,1
337.1,17,1
2804.83,9,1
105.55,21,1
1921.67,11,1
287.52,9,1
372.64,19,1
439.2,20,1
449.5,21,1
308.29,9,1
470.99,17,1
334.72,20,1
1663.67,2,1
138.33,18,1
531.83,7,1
2443.0,5,1
546.93,19,1
156.5,18,1
2067.17,13,1
304.95,20,1
2656.0,6,1
569.37,21,1
582.4,25,1
174.27,17,1
819.0,19,1
428.67,24,1
1281.6,23,1
569.44,14,1
1654.57,4,1
524.99,19,1
433.33,22,1
445.43,29,1
342.76,11,1
258.04,13,1
562.3,21,1
400.68,16,1
1773.22,3,1
96.13,17,1
422.91,11,1
1312.4,13,1
368.19,16,1
3469.27,1,1
2329.13,6,1
447.63,18,1
2604.5,4,1
336.13,20,1
372.0,12,1
333.28,22,1
466.17,21,1
304.6,28,1
362.66,18,1
405.6,20,1
351.47,19,1
317.33,22,1
2444.67,26,1
2546.67,6,1
1256.08,20,1
1377.78,5,1
126.7,21,1
466.19,10,1
118.34,22,1
365.73,18,1
285.52,16,1
2692.0,5,1
668.73,18,1
567.37,15,1
265.71,2,1
256.97,8,1
497.7,12,1
384.53,16,1
2413.83,7,1
346.38,23,1
260.28,23,1
453.83,16,1
361.39,26,1
398.42,25,1
215.37,19,1
1875.54,9,1
305.89,24,1
757.08,15,1
309.44,16,1
465.8,19,1
724.0,15,1
197.67,15,1
394.82,9,1
357.79,17,1
947.13,16,1
322.99,4,1
358.87,16,1
329.64,14,1
425.14,23,1
404.73,9,1
148.88,21,1
310.72,16,1
446.69,11,1
2090.33,9,1
2834.67,7,1
205.71,21,1
163.71,22,1
785.5,18,1
4184.7,4,1
213.43,21,1
894.31,7,1
568.6,9,1
375.41,19,1
3117.17,5,1
606.43,21,1
737.01,16,1
134.67,18,1
440.51,16,1
411.28,15,1
2641.8,5,1
561.07,21,1
209.97,20,1
313.11,18,1
488.08,21,1
326.02,19,1
341.01,9,1
240.86,11,1
3300.44,1,1
494.53,19,1
518.0,22,1
357.79,22,1
193.44,18,1
264.21,21,1
236.2,22,1
3693.83,4,1
189.14,22,1
303.33,18,1
515.12,17,1
354.38,16,1
389.58,18,1
246.58,9,1
599.49,20,1
319.09,13,1
2921.67,1,1
723.6,20,1
338.65,12,1
606.47,23,1
373.58,22,1
332.44,15,1
938.83,17,1
1501.87,25,1
260.19,16,1
262.23,7,1
539.71,24,1
307.77,25,1
501.83,22,1
649.13,18,1
245.97,17,1
671.7,23,1
252.67,21,1
1748.33,8,1
378.05,24,1
205.8,21,1
663.23,13,1
990.53,10,1
251.89,34,1
274.65,22,1
1651.0,3,1
2753.67,1,1
750.79,9,1
516.84,23,1
404.55,23,1
374.86,11,1
360.04,23,1
450.62,5,1
2143.27,7,1
644.93,17,1
2617.55,8,1
269.35,10,1
340.53,15,1
254.08,25,1
629.97,25,1
2661.5,1,1
1927.47,22,1
258.13,20,1
434.51,16,1
807.73,15,1
398.65,11,1
280.96,18,1
1545.7,8,1
389.98,22,1
2472.83,5,1
253.6,16,1
450.78,21,1
2180.0,4,1
2040.33,2,1
480.85,27,1
242.93,27,1
1082.5,3,1
435.07,23,1
2852.67,8,1
185.77,26,1
3127.15,1,1
603.67,16,1
505.37,20,1
297.17,18,1
188.0,15,1
261.75,15,1
689.47,16,1
511.87,18,1
392.35,15,1
1110.5,11,1
436.4,22,1
777.92,20,1
2744.0,28,1
292.13,12,1
378.26,20,1
1442.08,10,1
331.8,21,1
1199.8,9,1
318.88,2,1
274.72,7,1
235.56,20,1
665.23,16,1
144.2,23,1
188.51,18,1
417.31,18,1
950.8,7,1
291.6,21,1
294.34,11,1
444.46,23,1
1498.8,6,1
1528.5,7,1
389.64,19,1
342.73,11,1
482.85,21,1
151.26,21,1
755.8,16,1
349.73,15,1
451.71,8,1
3840.67,4,1
169.52,10,1
218.6,15,1
365.41,15,1
283.42,21,1
294.55,18,1
543.97,22,1
317.83,17,1
295.64,6,1
425.06,2,1
737.37,19,1
606.22,27,1
420.6,21,1
2323.8,6,1
369.87,21,1
329.35,21,1
592.21,19,1
1225.0,1,1
429.97,25,1
2048.83,2,1
675.18,12,1
392.04,18,1
454.24,16,1
2627.67,6,1
194.04,22,1
449.21,15,1
211.0,20,1
1225.02,19,1
3483.0,8,1
273.29,9,1
210.07,22,1
562.53,22,1
3666.17,9,1
2985.33,1,1
364.07,4,1
601.79,20,1
1290.73,18,1
451.4,13,1
2043.3,12,1
313.21,7,1
119.92,1,1
3024.32,1,1
377.31,23,1
314.81,16,1
219.01,19,1
2211.73,1,1
258.49,23,1
734.43,8,1
312.45,20,1
407.39,15,1
2621.0,33,1
1902.0,4,1
2022.17,8,1
238.8,17,1
332.6,16,1
664.27,18,1
755.88,2,1
1249.93,17,1
269.84,20,1
539.8,20,1
310.79,9,1
362.19,13,1
500.48,3,1
335.16,17,1
422.5,20,1
1974.0,23,1
830.75,20,1
1824.83,1,1
474.83,20,1
2051.4,20,1
3920.17,3,1
1394.42,18,1
2756.33,5,1
200.13,16,1
1150.47,23,1
1699.37,5,1
1925.35,1,1
173.92,11,1
1171.93,3,1
241.08,10,1
256.02,21,1
569.15,4,1
164.99,21,1
637.53,7,1
166.87,5,1
700.7,22,1
793.92,24,1
2289.83,1,1
638.55,4,1
1857.25,14,1
545.23,18,1
262.44,23,1
3645.67,27,1
309.3,26,1
302.42,18,1
279.34,20,1
1795.15,1,1
515.94,23,1
334.6,1,1
3082.5,1,1
165.16,13,1
574.47,11,1
223.15,15,1
313.29,20,1
615.4,22,1
666.2,2,1
1823.64,8,1
340.69,25,1
395.57,17,1
435.4,26,1
2613.5,17,1
177.01,23,1
2531.17,5,1
4670.25,4,1
629.57,16,1
200.1,11,1
176.21,11,1
493.53,13,1
392.55,22,1
5295.33,1,1
233.37,4,1
3162.17,5,1
4795.48,8,1
333.43,20,1
1461.33,11,1
154.45,9,1
415.86,18,1
206.67,19,1
159.57,22,1
910.63,14,1
2081.5,8,1
168.71,13,1
225.16,17,1
507.6,13,1
2258.5,5,1
285.56,19,1
633.87,2,1
169.28,17,1
1637.17,1,1
217.4,14,1
300.32,19,1
396.29,17,1
2453.32,19,1
229.36,13,1
2666.53,10,1
238.76,10,1
487.27,15,1
338.82,16,1
1185.17,22,1
445.52,19,1
390.48,19,1
307.14,24,1
438.81,11,1
1074.33,23,1
2837.17,6,1
462.25,21,1
346.57,20,1
1070.87,18,1
397.56,19,1
187.64,15,1
149.1,17,1
512.19,19,1
87.83,16,1
2943.5,12,1
2536.5,5,1
304.82,20,1
493.2,19,1
231.01,16,1
301.07,23,1
2391.67,1,1
741.35,21,1
336.8,15,1
465.47,16,1
2061.2,2,1
3248.7,3,1
679.67,21,1
509.03,19,1
213.62,16,1
340.83,15,1
442.33,12,1
608.88,17,1
446.33,37,1
557.97,23,1
393.57,14,1
272.03,18,1
1843.83,1,1
274.99,22,1
388.23,4,1
450.0,15,1
414.02,20,1
230.3,22,1
486.77,17,1
533.07,9,1
955.2,1,1
471.6,21,1
5079.32,6,1
2471.83,7,1
6291.57,1,1
4343.08,11,1
369.03,15,1
419.68,25,1
315.35,20,1
654.56,24,1
494.3,25,1
204.12,19,1
534.17,17,1
449.76,16,1
426.79,32,1
457.26,20,1
521.59,21,1
287.2,9,1
521.86,16,1
566.37,25,1
368.52,23,1
289.16,17,1
3890.68,1,1
244.92,20,1
1884.39,14,1
297.33,18,1
2551.83,1,1
4289.2,9,1
378.38,11,1
558.37,24,1
158.68,3,1
563.7,5,1
481.28,23,1
3141.33,8,1
338.37,18,1
3807.92,7,1
2980.47,11,1
1430.47,12,1
658.17,11,1
126.46,20,1
2829.45,7,1
3048.03,10,1
1185.08,21,1
349.94,24,1
239.29,19,1
369.68,35,1
2291.5,1,1
382.88,18,1
348.85,23,1
153.2,20,1
81.52,19,1
2397.67,8,1
995.43,12,1
300.09,18,1
181.43,16,1
472.8,9,1
330.25,22,1
240.88,19,1
290.3,22,1
5727.37,9,1
257.24,19,1
413.55,24,1
494.35,16,1
333.1,15,1
404.32,5,1
242.88,18,1
341.87,13,1
383.79,16,1
2848.67,4,1
261.22,22,1
1292.55,4,1
361.47,22,1
610.73,18,1
298.45,21,1
877.41,17,1
2941.73,16,1
749.45,9,1
616.57,11,1
228.65,24,1
3022.5,7,1
328.67,21,1
2602.5,2,1
5109.0,3,1
3481.5,1,1
890.03,20,1
305.99,20,1
299.05,15,1
788.7,15,1
364.63,19,1
313.68,7,1
4642.73,7,1
389.05,20,1
2124.85,6,1
314.59,18,1
2898.33,8,1
3514.17,3,1
1107.6,15,1
4462.15,1,1
515.13,21,1
537.86,16,1
227.3,17,1
698.33,22,1
226.65,21,1
1181.7,25,1
2164.83,1,1
456.04,7,1
439.77,23,1
397.92,18,1
227.41,17,1
154.99,15,1
490.01,18,1
242.55,18,1
651.25,9,1
187.16,18,1
2035.67,1,1
408.3,16,1
3008.33,8,1
219.03,7,1
1526.33,2,1
2719.17,5,1
1280.5,1,1
1694.16,23,1
2220.33,8,1
4992.65,6,1
3605.0,8,1
569.95,20,1
510.13,17,1
616.45,4,1
155.92,11,1
1320.08,19,1
530.92,12,1
497.41,19,1
321.37,22,1
375.67,16,1
1480.5,1,1
606.63,15,1
453.94,7,1
656.63,8,1
227.24,16,1
282.72,16,1
2281.39,2,1
3562.4,1,1
520.0,20,1
783.93,20,1
460.47,22,1
214.57,23,1
529.23,21,1
2701.5,4,1
183.56,15,1
392.83,12,1
402.13,22,1
135.79,17,1
2236.0,3,1
2423.5,6,1
576.0,21,1
232.8,21,1
255.01,11,1
451.98,5,1
834.47,15,1
375.73,14,1
446.48,23,1
954.92,14,1
409.37,24,1
345.28,23,1
376.96,9,1
569.31,16,1
116.98,13,1
256.2,25,1
687.44,24,1
3950.05,5,1
259.58,13,1
304.67,20,1
250.48,17,1
2306.83,2,1
198.49,12,1
1825.5,3,1
192.45,15,1
461.37,17,1
557.4,9,1
2558.17,4,1
444.93,25,1
108.8,23,1
333.22,26,1
374.44,21,1
294.3,11,1
2929.67,5,1
553.55,23,1
322.34,20,1
281.6,15,1
353.63,17,1
183.13,24,1
445.89,24,1
154.32,9,1
679.13,24,1
515.49,24,1
2126.33,1,1
187.31,24,1
2550.17,7,1
2287.83,1,1
345.82,19,1
2972.83,8,1
416.85,10,1
558.23,7,1
374.07,25,1
214.4,22,1
557.02,11,1
613.52,21,1
323.56,6,1
385.7,10,1
497.4,19,1
2036.18,9,1
403.84,15,1
875.47,21,1
2379.5,1,1
401.52,11,1
402.69,21,1
182.97,19,1
864.87,15,1
2748.5,5,1
262.85,9,1
281.98,5,1
1942.13,47,1
302.28,26,1
380.45,21,1
1292.33,20,1
546.43,14,1
641.92,18,1
271.54,20,1
2157.0,1,1
225.87,15,1
1543.92,20,1
604.04,10,1
857.13,18,1
455.35,21,1
512.32,22,1
1715.35,5,1
977.87,21,1
312.73,17,1
2576.0,4,1
413.31,18,1
125.27,13,1
308.55,23,1
2734.9,3,1
475.23,24,1
323.91,18,1
305.64,12,1
634.03,16,1
432.76,20,1
2080.17,4,1
846.23,13,1
320.99,23,1
335.73,12,1
797.54,5,1
394.25,14,1
2690.33,1,1
372.77,13,1
305.11,17,1
155.73,22,1
818.17,4,1
3443.61,3,1
3650.62,4,1
334.56,19,1
348.8,20,1
362.1,5,1
443.5,19,1
4283.17,6,1
543.57,24,1
373.23,15,1
183.31,16,1
246.23,18,1
446.53,4,1
429.84,22,1
2705.33,3,1
375.12,23,1
586.37,20,1
190.63,16,1
404.33,16,1
617.92,20,1
2623.8,9,1
2452.67,3,1
401.46,14,1
593.04,25,1
263.26,22,1
600.45,25,1
443.07,25,1
2432.5,7,1
556.13,21,1
465.2,19,1
398.0,17,1
273.01,27,1
288.48,21,1
3026.62,1,1
3408.25,1,1
392.2,20,1
413.18,19,1
244.86,19,1
3677.0,1,1
3328.22,3,1
298.8,17,1
625.57,8,1
420.72,22,1
1938.5,9,1
271.39,20,1
308.97,22,1
648.42,2,1
866.94,19,1
180.13,7,1
188.38,10,1
2064.17,12,1
459.01,19,1
360.9,17,1
1634.5,1,1
638.0,6,1
2794.57,4,1
2343.6,6,1
209.12,24,1
332.11,22,1
510.39,15,1
362.77,21,1
496.7,23,1
3598.4,9,1
2213.0,5,1
360.34,21,1
384.37,15,1
3085.12,1,1
308.34,7,1
258.27,26,1
400.0,20,1
370.99,17,1
249.55,17,1
416.56,19,1
410.2,16,1
306.75,15,1
797.1,23,1
417.66,16,1
1960.0,7,1
1250.17,8,1
250.4,13,1
406.11,14,1
406.7,10,1
352.43,14,1
66.11,15,1
453.86,17,1
641.99,8,1
302.04,20,1
2715.05,3,1
565.6,20,1
531.99,26,1
163.2,17,1
2012.0,10,1
389.16,5,1
340.03,20,1
2509.0,13,1
235.71,20,1
217.36,15,1
496.72,17,1
1359.5,8,1
507.59,18,1
596.51,20,1
209.43,11,1
287.71,14,1
284.35,20,1
400.82,20,1
355.03,15,1
2136.33,3,1
470.51,23,1
2242.83,1,1
545.79,19,1
237.66,24,1
401.25,15,1
466.19,13,1
388.5,24,1
427.9,19,1
775.1,18,1
435.57,24,1
401.44,20,1
480.93,19,1
670.83,24,1
419.36,15,1
1546.8,9,1
214.75,21,1
315.47,16,1
1704.33,14,1
566.7,16,1
281.2,15,1
288.4,15,1
3622.02,3,1
366.9,17,1
284.59,6,1
296.37,9,1
430.13,20,1
98.4,13,1
559.87,22,1
329.89,21,1
233.05,22,1
468.03,14,1
257.97,24,1
469.13,22,1
328.02,21,1
216.48,20,1
361.28,18,1
91.31,13,1
472.19,15,1
